Time,Basis date,Validity date,City,Persist. value,EC,CO,C3,OH
1,12-02-16,12-02-16,Beer Sheva,5,5,5,9,3
2,11-02-16,12-02-16,Bet Shean,9,2,4,3,3
1,12-02-16,12-02-16,Bet Shean,9,1,3,6,3
2,11-02-16,12-02-16,Elat,6,8,9,8.33,8
1,12-02-16,12-02-16,Elat,6,7,10,12,7
2,11-02-16,12-02-16,En Gedi,10,5,5,4.33,3
1,12-02-16,12-02-16,En Gedi,10,5,5,9,4
2,11-02-16,12-02-16,Haifa,8,6,6,6,6
1,12-02-16,12-02-16,Haifa,8,6,6,9,6
2,11-02-16,12-02-16,Jerusalem,7,3,4,3.33,3
1,12-02-16,12-02-16,Jerusalem,7,3,3,6,4
2,11-02-16,12-02-16,Lod,6,4,6,5.33,6
1,12-02-16,12-02-16,Lod,7,4,6,6,6
2,11-02-16,12-02-16,Mizpe Ramon,5,5,4,4.33,4
1,12-02-16,12-02-16,Mizpe Ramon,5,5,4,5,5
2,11-02-16,12-02-16,Nazareth,10,4,3,4,5
1,12-02-16,12-02-16,Nazareth,10,4,3,9,5
2,11-02-16,12-02-16,Qazrin,6,5,5,4.67,4
1,12-02-16,12-02-16,Qazrin,6,4,5,11,4
2,11-02-16,12-02-16,Tel Aviv,10,5,6,5.67,6
1,12-02-16,12-02-16,Tel Aviv,10,5,6,7,5
2,11-02-16,12-02-16,Tiberias,4,3,5,4,4
1,12-02-16,12-02-16,Tiberias,4,3,4,4,3
2,11-02-16,12-02-16,Zefat,12,3,3,3.33,4
1,12-02-16,12-02-16,Zefat,12,2,3,6,4
2,12-02-16,13-02-16,Afula,6,5,5,13,3
1,13-02-16,13-02-16,Afula,6,5,5,11,3
2,12-02-16,13-02-16,Ashdod,9,7,6,6,4
1,13-02-16,13-02-16,Ashdod,8,6,6,8,4
2,12-02-16,13-02-16,Beer Sheva,7,5,5,8,3
1,13-02-16,13-02-16,Beer Sheva,7,4,6,9,4
2,12-02-16,13-02-16,Bet Shean,7,1,3,5,3
1,13-02-16,13-02-16,Bet Shean,7,2,3,6,3
2,12-02-16,13-02-16,Elat,9,5,9,11,5
1,13-02-16,13-02-16,Elat,9,4,8,10,4
2,12-02-16,13-02-16,En Gedi,8,4,3,4,3
1,13-02-16,13-02-16,En Gedi,8,4,3,8,3
2,12-02-16,13-02-16,Haifa,6,7,5,15,6
1,13-02-16,13-02-16,Haifa,6,7,6,15,6
2,12-02-16,13-02-16,Jerusalem,4,3,4,6,4
1,13-02-16,13-02-16,Jerusalem,4,3,4,7,3
2,12-02-16,13-02-16,Lod,4,5,4,4,6
1,13-02-16,13-02-16,Lod,4,6,4,6,5
2,12-02-16,13-02-16,Mizpe Ramon,5,4,5,8,3
1,13-02-16,13-02-16,Mizpe Ramon,5,5,5,10,3
2,12-02-16,13-02-16,Nazareth,9,7,5,13,5
1,13-02-16,13-02-16,Nazareth,9,6,5,14,6
2,12-02-16,13-02-16,Qazrin,11,8,5,14,6
1,13-02-16,13-02-16,Qazrin,11,8,6,15,6
2,12-02-16,13-02-16,Tel Aviv,7,4,5,5,6
1,13-02-16,13-02-16,Tel Aviv,7,4,5,7,3
2,12-02-16,13-02-16,Tiberias,7,3,4,2,5
1,13-02-16,13-02-16,Tiberias,7,3,4,7,6
2,12-02-16,13-02-16,Zefat,7,3,3,10,6
1,13-02-16,13-02-16,Zefat,7,4,3,10,6
2,13-02-16,14-02-16,Afula,10,4,3,6,4
1,14-02-16,14-02-16,Afula,10,5,2,6,4
2,13-02-16,14-02-16,Ashdod,7,7,5,6,5
1,14-02-16,14-02-16,Ashdod,6,7,5,6,7
2,13-02-16,14-02-16,Beer Sheva,5,4,5,7,5
1,14-02-16,14-02-16,Beer Sheva,5,4,4,7,4
2,13-02-16,14-02-16,Bet Shean,5,2,3,6,3
1,14-02-16,14-02-16,Bet Shean,5,2,3,6,2
2,13-02-16,14-02-16,Elat,9,9,12,16,8
1,14-02-16,14-02-16,Elat,9,9,12,12,8
2,13-02-16,14-02-16,En Gedi,7,3,4,3,3
1,14-02-16,14-02-16,En Gedi,7,3,3,8,4
2,13-02-16,14-02-16,Haifa,7,4,3,5,5
1,14-02-16,14-02-16,Haifa,7,5,5,4,5
2,13-02-16,14-02-16,Jerusalem,5,2,2,4,3
1,14-02-16,14-02-16,Jerusalem,5,3,2,4,3
2,13-02-16,14-02-16,Lod,5,5,3,5,5
1,14-02-16,14-02-16,Lod,6,5,3,5,5
2,13-02-16,14-02-16,Mizpe Ramon,8,6,4,8,3
1,14-02-16,14-02-16,Mizpe Ramon,8,5,4,6,4
2,13-02-16,14-02-16,Nazareth,16,5,4,8,5
1,14-02-16,14-02-16,Nazareth,16,3,4,7,5
2,13-02-16,14-02-16,Qazrin,17,6,4,5,5
1,14-02-16,14-02-16,Qazrin,17,6,4,9,5
2,13-02-16,14-02-16,Tel Aviv,7,5,3,4,5
1,14-02-16,14-02-16,Tel Aviv,7,4,5,5,4
2,13-02-16,14-02-16,Tiberias,8,4,4,6,4
1,14-02-16,14-02-16,Tiberias,8,4,5,3,5
2,13-02-16,14-02-16,Zefat,15,4,3,5,5
1,14-02-16,14-02-16,Zefat,15,3,2,4,5
2,14-02-16,15-02-16,Afula,7,5,4,13,7
1,15-02-16,15-02-16,Afula,7,4,4,12,8
2,14-02-16,15-02-16,Ashdod,7,16,10,18,16
1,15-02-16,15-02-16,Ashdod,7,15,10,12,16
2,14-02-16,15-02-16,Beer Sheva,6,6,9,9,9
1,15-02-16,15-02-16,Beer Sheva,6,7,8,11,8
2,14-02-16,15-02-16,Bet Shean,8,3,4,8,5
1,15-02-16,15-02-16,Bet Shean,8,3,4,7,4
2,14-02-16,15-02-16,Elat,11,10,14,19,7
1,15-02-16,15-02-16,Elat,11,10,15,15,8
2,14-02-16,15-02-16,En Gedi,6,7,7,11,7
1,15-02-16,15-02-16,En Gedi,6,7,7,10,7
2,14-02-16,15-02-16,Haifa,4,7,8,13,10
1,15-02-16,15-02-16,Haifa,5,6,7,13,10
2,14-02-16,15-02-16,Jerusalem,5,7,6,9,8
1,15-02-16,15-02-16,Jerusalem,5,7,5,10,8
2,14-02-16,15-02-16,Lod,5,6,5,7,7
1,15-02-16,15-02-16,Lod,5,7,5,7,7
2,14-02-16,15-02-16,Mizpe Ramon,8,8,7,12,6
1,15-02-16,15-02-16,Mizpe Ramon,8,9,8,12,8
2,14-02-16,15-02-16,Nazareth,10,4,4,7,8
1,15-02-16,15-02-16,Nazareth,10,5,5,7,6
2,14-02-16,15-02-16,Qazrin,8,8,7,12,6
1,15-02-16,15-02-16,Qazrin,8,7,7,11,6
2,14-02-16,15-02-16,Tel Aviv,6,8,8,6,7
1,15-02-16,15-02-16,Tel Aviv,6,8,6,6,11
2,14-02-16,15-02-16,Tiberias,5,5,5,2,6
1,15-02-16,15-02-16,Tiberias,5,5,5,5,6
2,14-02-16,15-02-16,Zefat,12,5,5,8,6
1,15-02-16,15-02-16,Zefat,12,4,4,7,6
2,15-02-16,16-02-16,Afula,8,4,5,5,6
1,16-02-16,16-02-16,Afula,8,4,5,8,6
2,15-02-16,16-02-16,Ashdod,16,14,6,14,14
1,16-02-16,16-02-16,Ashdod,15,13,7,12,14
2,15-02-16,16-02-16,Beer Sheva,10,5,8,12,6
1,16-02-16,16-02-16,Beer Sheva,10,5,6,10,5
2,15-02-16,16-02-16,Bet Shean,9,2,3,8,4
1,16-02-16,16-02-16,Bet Shean,9,3,4,7,4
2,15-02-16,16-02-16,Elat,11,8,10,13,8
1,16-02-16,16-02-16,Elat,11,9,9,14,7
2,15-02-16,16-02-16,En Gedi,18,5,7,9,7
1,16-02-16,16-02-16,En Gedi,18,5,7,10,8
2,15-02-16,16-02-16,Haifa,7,8,8,10,9
1,16-02-16,16-02-16,Haifa,6,8,8,11,10
2,15-02-16,16-02-16,Jerusalem,8,5,4,10,6
1,16-02-16,16-02-16,Jerusalem,8,5,4,9,6
2,15-02-16,16-02-16,Lod,6,6,7,8,4
1,16-02-16,16-02-16,Lod,7,7,6,7,5
2,15-02-16,16-02-16,Mizpe Ramon,8,7,7,9,8
1,16-02-16,16-02-16,Mizpe Ramon,8,7,6,11,7
2,15-02-16,16-02-16,Nazareth,8,4,5,7,4
1,16-02-16,16-02-16,Nazareth,8,4,5,8,4
2,15-02-16,16-02-16,Qazrin,11,7,7,11,6
1,16-02-16,16-02-16,Qazrin,11,7,7,13,6
2,15-02-16,16-02-16,Tel Aviv,10,9,7,9,7
1,16-02-16,16-02-16,Tel Aviv,10,7,7,7,5
2,15-02-16,16-02-16,Tiberias,4,2,5,4,3
1,16-02-16,16-02-16,Tiberias,4,2,6,4,7
2,15-02-16,16-02-16,Zefat,10,2,5,6,6
1,16-02-16,16-02-16,Zefat,10,2,5,8,6
2,16-02-16,17-02-16,Afula,8,6,7,14,9
1,17-02-16,17-02-16,Afula,8,6,7,13,9
2,16-02-16,17-02-16,Ashdod,14,12,7,8,12
1,17-02-16,17-02-16,Ashdod,13,13,7,7,12
2,16-02-16,17-02-16,Beer Sheva,8,11,5,14,10
1,17-02-16,17-02-16,Beer Sheva,8,12,6,16,11
2,16-02-16,17-02-16,Bet Shean,9,3,5,5,4
1,17-02-16,17-02-16,Bet Shean,9,3,5,6,10
2,16-02-16,17-02-16,Elat,8,7,5,12,5
1,17-02-16,17-02-16,Elat,8,7,5,12,4
2,16-02-16,17-02-16,En Gedi,17,6,7,10,7
1,17-02-16,17-02-16,En Gedi,17,6,6,10,7
2,16-02-16,17-02-16,Haifa,8,6,8,18,7
1,17-02-16,17-02-16,Haifa,8,7,7,19,7
2,16-02-16,17-02-16,Jerusalem,6,7,6,12,8
1,17-02-16,17-02-16,Jerusalem,6,8,7,14,10
2,16-02-16,17-02-16,Lod,6,7,5,8,7
1,17-02-16,17-02-16,Lod,7,9,5,10,7
2,16-02-16,17-02-16,Mizpe Ramon,7,9,6,9,7
1,17-02-16,17-02-16,Mizpe Ramon,7,9,6,9,8
2,16-02-16,17-02-16,Nazareth,10,7,7,11,4
1,17-02-16,17-02-16,Nazareth,10,8,5,11,7
2,16-02-16,17-02-16,Qazrin,15,10,10,13,9
1,17-02-16,17-02-16,Qazrin,15,9,9,13,10
2,16-02-16,17-02-16,Tel Aviv,9,6,4,4,6
1,17-02-16,17-02-16,Tel Aviv,9,5,4,5,7
2,16-02-16,17-02-16,Tiberias,7,4,5,10,4
1,17-02-16,17-02-16,Tiberias,7,4,5,7,9
2,16-02-16,17-02-16,Zefat,10,3,6,10,9
1,17-02-16,17-02-16,Zefat,10,3,5,10,10
2,17-02-16,18-02-16,Afula,13,6,7,8,8
1,18-02-16,18-02-16,Afula,13,6,8,8,6
2,17-02-16,18-02-16,Ashdod,12,7,4,5,4
1,18-02-16,18-02-16,Ashdod,13,6,3,7,5
2,17-02-16,18-02-16,Beer Sheva,9,10,5,14,6
1,18-02-16,18-02-16,Beer Sheva,9,10,6,12,5
2,17-02-16,18-02-16,Bet Shean,9,3,4,4,3
1,18-02-16,18-02-16,Bet Shean,9,4,5,4,6
2,17-02-16,18-02-16,Elat,8,4,4,7,2
1,18-02-16,18-02-16,Elat,8,4,4,7,2
2,17-02-16,18-02-16,En Gedi,16,4,5,8,4
1,18-02-16,18-02-16,En Gedi,16,4,4,9,4
2,17-02-16,18-02-16,Haifa,6,12,8,18,4
1,18-02-16,18-02-16,Haifa,7,12,9,16,4
2,17-02-16,18-02-16,Jerusalem,10,6,4,6,6
1,18-02-16,18-02-16,Jerusalem,10,6,5,9,5
2,17-02-16,18-02-16,Lod,7,6,4,5,6
1,18-02-16,18-02-16,Lod,9,7,4,4,4
2,17-02-16,18-02-16,Mizpe Ramon,6,5,6,10,3
1,18-02-16,18-02-16,Mizpe Ramon,6,5,4,10,3
2,17-02-16,18-02-16,Nazareth,15,9,10,13,9
1,18-02-16,18-02-16,Nazareth,15,9,8,11,8
2,17-02-16,18-02-16,Qazrin,19,7,7,13,7
1,18-02-16,18-02-16,Qazrin,19,8,7,14,7
2,17-02-16,18-02-16,Tel Aviv,6,6,4,4,6
1,18-02-16,18-02-16,Tel Aviv,5,6,4,6,5
2,17-02-16,18-02-16,Tiberias,7,3,2,6,7
1,18-02-16,18-02-16,Tiberias,7,3,3,4,8
2,17-02-16,18-02-16,Zefat,16,5,4,9,7
1,18-02-16,18-02-16,Zefat,16,6,4,9,7
2,18-02-16,19-02-16,Afula,9,10,10,12,17
1,19-02-16,19-02-16,Afula,9,10,11,13,14
2,18-02-16,19-02-16,Ashdod,7,13,12,10,15
1,19-02-16,19-02-16,Ashdod,6,14,12,13,12
2,18-02-16,19-02-16,Beer Sheva,8,11,12,14,15
1,19-02-16,19-02-16,Beer Sheva,8,11,10,14,16
2,18-02-16,19-02-16,Bet Shean,8,8,6,13,13
1,19-02-16,19-02-16,Bet Shean,8,8,8,14,16
2,18-02-16,19-02-16,Elat,5,5,6,7,5
1,19-02-16,19-02-16,Elat,5,6,6,9,4
2,18-02-16,19-02-16,En Gedi,12,7,6,27,13
1,19-02-16,19-02-16,En Gedi,12,7,4,27,16
2,18-02-16,19-02-16,Haifa,12,9,15,15,13
1,19-02-16,19-02-16,Haifa,12,9,15,15,11
2,18-02-16,19-02-16,Jerusalem,7,11,15,19,16
1,19-02-16,19-02-16,Jerusalem,7,11,14,17,19
2,18-02-16,19-02-16,Lod,6,10,9,11,12
1,19-02-16,19-02-16,Lod,7,10,10,11,10
2,18-02-16,19-02-16,Mizpe Ramon,6,15,14,23,13
1,19-02-16,19-02-16,Mizpe Ramon,6,15,13,23,11
2,18-02-16,19-02-16,Nazareth,14,9,10,12,13
1,19-02-16,19-02-16,Nazareth,14,9,10,11,9
2,18-02-16,19-02-16,Qazrin,18,11,9,14,11
1,19-02-16,19-02-16,Qazrin,18,12,9,15,15
2,18-02-16,19-02-16,Tel Aviv,6,10,10,9,12
1,19-02-16,19-02-16,Tel Aviv,6,10,11,9,10
2,18-02-16,19-02-16,Tiberias,6,7,4,14,11
1,19-02-16,19-02-16,Tiberias,6,8,5,14,12
2,18-02-16,19-02-16,Zefat,16,5,8,13,11
1,19-02-16,19-02-16,Zefat,16,6,8,11,12
2,19-02-16,20-02-16,Afula,16,8,10,11,13
1,20-02-16,20-02-16,Afula,16,8,9,11,12
2,19-02-16,20-02-16,Ashdod,13,12,14,15,12
1,20-02-16,20-02-16,Ashdod,14,12,16,16,11
2,19-02-16,20-02-16,Beer Sheva,9,7,7,9,9
1,20-02-16,20-02-16,Beer Sheva,9,6,7,9,8
2,19-02-16,20-02-16,Bet Shean,10,6,6,13,11
1,20-02-16,20-02-16,Bet Shean,10,5,7,12,12
2,19-02-16,20-02-16,Elat,6,9,12,10,8
1,20-02-16,20-02-16,Elat,6,8,12,12,10
2,19-02-16,20-02-16,En Gedi,7,7,5,13,6
1,20-02-16,20-02-16,En Gedi,7,7,4,15,5
2,19-02-16,20-02-16,Haifa,9,8,10,13,11
1,20-02-16,20-02-16,Haifa,9,9,10,11,11
2,19-02-16,20-02-16,Jerusalem,13,7,11,14,11
1,20-02-16,20-02-16,Jerusalem,13,7,10,15,9
2,19-02-16,20-02-16,Lod,10,7,8,9,10
1,20-02-16,20-02-16,Lod,10,8,8,10,9
2,19-02-16,20-02-16,Mizpe Ramon,15,5,6,10,4
1,20-02-16,20-02-16,Mizpe Ramon,15,5,7,13,5
2,19-02-16,20-02-16,Nazareth,18,8,9,11,11
1,20-02-16,20-02-16,Nazareth,18,8,9,11,10
2,19-02-16,20-02-16,Qazrin,16,10,10,11,15
1,20-02-16,20-02-16,Qazrin,16,10,9,11,14
2,19-02-16,20-02-16,Tel Aviv,12,9,10,9,13
1,20-02-16,20-02-16,Tel Aviv,12,9,10,8,11
2,19-02-16,20-02-16,Tiberias,10,6,8,14,13
1,20-02-16,20-02-16,Tiberias,10,5,6,13,10
2,19-02-16,20-02-16,Zefat,17,5,8,12,11
1,20-02-16,20-02-16,Zefat,17,5,8,10,10
2,20-02-16,21-02-16,Afula,12,12,14,13,18
1,21-02-16,21-02-16,Afula,12,11,13,9,18
2,20-02-16,21-02-16,Ashdod,12,27,29,25,27
1,21-02-16,21-02-16,Ashdod,12,27,27,23,24
2,20-02-16,21-02-16,Beer Sheva,6,15,12,14,16
1,21-02-16,21-02-16,Beer Sheva,6,14,15,12,17
2,20-02-16,21-02-16,Bet Shean,11,10,9,23,15
1,21-02-16,21-02-16,Bet Shean,11,8,12,20,16
2,20-02-16,21-02-16,Elat,8,11,10,10,15
1,21-02-16,21-02-16,Elat,8,10,9,12,11
2,20-02-16,21-02-16,En Gedi,13,9,11,18,27
1,21-02-16,21-02-16,En Gedi,13,10,12,18,24
2,20-02-16,21-02-16,Haifa,8,17,23,20,22
1,21-02-16,21-02-16,Haifa,9,13,22,18,21
2,20-02-16,21-02-16,Jerusalem,11,14,19,19,24
1,21-02-16,21-02-16,Jerusalem,11,15,15,20,19
2,20-02-16,21-02-16,Lod,7,13,14,18,17
1,21-02-16,21-02-16,Lod,8,14,10,12,15
2,20-02-16,21-02-16,Mizpe Ramon,6,13,13,18,20
1,21-02-16,21-02-16,Mizpe Ramon,6,14,13,17,21
2,20-02-16,21-02-16,Nazareth,12,10,9,13,17
1,21-02-16,21-02-16,Nazareth,12,8,13,12,15
2,20-02-16,21-02-16,Qazrin,11,12,7,11,19
1,21-02-16,21-02-16,Qazrin,11,13,12,13,17
2,20-02-16,21-02-16,Tel Aviv,9,16,15,15,15
1,21-02-16,21-02-16,Tel Aviv,9,14,17,12,24
2,20-02-16,21-02-16,Tiberias,11,9,4,9,13
1,21-02-16,21-02-16,Tiberias,11,9,9,17,14
2,20-02-16,21-02-16,Zefat,15,8,11,21,13
1,21-02-16,21-02-16,Zefat,15,8,11,20,14
2,21-02-16,22-02-16,Afula,16,9,14,11,12
1,22-02-16,22-02-16,Afula,16,10,13,11,9
2,21-02-16,22-02-16,Ashdod,27,13,15,17,21
1,22-02-16,22-02-16,Ashdod,27,17,16,23,21
2,21-02-16,22-02-16,Beer Sheva,13,15,17,17,13
1,22-02-16,22-02-16,Beer Sheva,13,14,15,17,18
2,21-02-16,22-02-16,Bet Shean,21,6,5,13,10
1,22-02-16,22-02-16,Bet Shean,21,9,9,9,6
2,21-02-16,22-02-16,Elat,7,10,9,11,11
1,22-02-16,22-02-16,Elat,7,9,7,9,13
2,21-02-16,22-02-16,En Gedi,20,9,10,16,24
1,22-02-16,22-02-16,En Gedi,20,9,8,12,24
2,21-02-16,22-02-16,Haifa,17,10,15,11,10
1,22-02-16,22-02-16,Haifa,13,12,15,11,15
2,21-02-16,22-02-16,Jerusalem,14,13,16,22,23
1,22-02-16,22-02-16,Jerusalem,14,13,17,24,16
2,21-02-16,22-02-16,Lod,13,9,9,11,9
1,22-02-16,22-02-16,Lod,14,9,12,9,10
2,21-02-16,22-02-16,Mizpe Ramon,12,19,19,25,16
1,22-02-16,22-02-16,Mizpe Ramon,12,18,20,29,24
2,21-02-16,22-02-16,Nazareth,20,9,11,12,10
1,22-02-16,22-02-16,Nazareth,20,10,10,11,14
2,21-02-16,22-02-16,Qazrin,16,11,10,12,9
1,22-02-16,22-02-16,Qazrin,16,13,8,9,8
2,21-02-16,22-02-16,Tel Aviv,16,11,11,9,9
1,22-02-16,22-02-16,Tel Aviv,14,10,13,11,9
2,21-02-16,22-02-16,Tiberias,17,7,9,18,7
1,22-02-16,22-02-16,Tiberias,17,10,9,14,4
2,21-02-16,22-02-16,Zefat,28,7,11,12,7
1,22-02-16,22-02-16,Zefat,28,10,9,11,4
2,22-02-16,23-02-16,Afula,12,8,7,10,11
1,23-02-16,23-02-16,Afula,12,7,6,11,10
2,22-02-16,23-02-16,Ashdod,13,12,10,17,13
1,23-02-16,23-02-16,Ashdod,17,10,14,19,9
2,22-02-16,23-02-16,Beer Sheva,13,7,10,9,10
1,23-02-16,23-02-16,Beer Sheva,13,7,9,10,9
2,22-02-16,23-02-16,Bet Shean,15,5,3,12,9
1,23-02-16,23-02-16,Bet Shean,15,4,7,10,8
2,22-02-16,23-02-16,Elat,5,7,4,7,8
1,23-02-16,23-02-16,Elat,5,7,7,7,4
2,22-02-16,23-02-16,En Gedi,15,7,5,9,10
1,23-02-16,23-02-16,En Gedi,15,9,5,12,7
2,22-02-16,23-02-16,Haifa,10,8,8,14,7
1,23-02-16,23-02-16,Haifa,12,6,11,10,8
2,22-02-16,23-02-16,Jerusalem,13,8,12,16,12
1,23-02-16,23-02-16,Jerusalem,13,6,11,16,9
2,22-02-16,23-02-16,Lod,9,8,8,12,10
1,23-02-16,23-02-16,Lod,9,7,7,9,7
2,22-02-16,23-02-16,Mizpe Ramon,13,7,10,13,5
1,23-02-16,23-02-16,Mizpe Ramon,13,9,8,10,8
2,22-02-16,23-02-16,Nazareth,14,8,9,9,10
1,23-02-16,23-02-16,Nazareth,14,8,8,10,11
2,22-02-16,23-02-16,Qazrin,9,10,7,10,14
1,23-02-16,23-02-16,Qazrin,9,9,7,8,13
2,22-02-16,23-02-16,Tel Aviv,11,9,6,9,9
1,23-02-16,23-02-16,Tel Aviv,10,8,7,7,7
2,22-02-16,23-02-16,Tiberias,11,3,3,9,9
1,23-02-16,23-02-16,Tiberias,11,5,2,8,10
2,22-02-16,23-02-16,Zefat,16,3,5,12,9
1,23-02-16,23-02-16,Zefat,16,5,4,13,10
2,23-02-16,24-02-16,Afula,11,3,3,6,2
1,24-02-16,24-02-16,Afula,11,3,4,7,3
2,23-02-16,24-02-16,Ashdod,12,7,6,7,7
1,24-02-16,24-02-16,Ashdod,10,7,5,8,6
2,23-02-16,24-02-16,Beer Sheva,7,7,6,10,4
1,24-02-16,24-02-16,Beer Sheva,7,7,6,12,4
2,23-02-16,24-02-16,Bet Shean,12,2,2,6,2
1,24-02-16,24-02-16,Bet Shean,12,3,2,7,2
2,23-02-16,24-02-16,Elat,6,5,4,4,4
1,24-02-16,24-02-16,Elat,6,5,5,4,3
2,23-02-16,24-02-16,En Gedi,18,3,4,7,4
1,24-02-16,24-02-16,En Gedi,18,4,4,7,4
2,23-02-16,24-02-16,Haifa,8,7,6,7,6
1,24-02-16,24-02-16,Haifa,6,7,4,8,5
2,23-02-16,24-02-16,Jerusalem,12,3,3,5,3
1,24-02-16,24-02-16,Jerusalem,12,3,2,7,3
2,23-02-16,24-02-16,Lod,8,5,3,6,6
1,24-02-16,24-02-16,Lod,7,5,4,7,5
2,23-02-16,24-02-16,Mizpe Ramon,8,5,2,6,4
1,24-02-16,24-02-16,Mizpe Ramon,8,6,1,9,4
2,23-02-16,24-02-16,Nazareth,14,5,3,7,5
1,24-02-16,24-02-16,Nazareth,14,5,5,8,5
2,23-02-16,24-02-16,Qazrin,6,4,5,6,5
1,24-02-16,24-02-16,Qazrin,6,4,4,5,4
2,23-02-16,24-02-16,Tel Aviv,9,4,5,5,5
1,24-02-16,24-02-16,Tel Aviv,8,4,4,5,4
2,23-02-16,24-02-16,Tiberias,9,2,3,9,3
1,24-02-16,24-02-16,Tiberias,9,3,3,9,4
2,23-02-16,24-02-16,Zefat,15,2,4,6,3
1,24-02-16,24-02-16,Zefat,15,3,3,8,4
2,24-02-16,25-02-16,Afula,7,5,4,8,4
1,25-02-16,25-02-16,Afula,7,5,5,8,3
2,24-02-16,25-02-16,Ashdod,7,10,7,7,11
1,25-02-16,25-02-16,Ashdod,7,10,6,7,8
2,24-02-16,25-02-16,Beer Sheva,6,5,5,9,4
1,25-02-16,25-02-16,Beer Sheva,6,5,5,13,4
2,24-02-16,25-02-16,Bet Shean,6,1,3,4,4
1,25-02-16,25-02-16,Bet Shean,6,3,4,5,3
2,24-02-16,25-02-16,Elat,7,4,6,5,3
1,25-02-16,25-02-16,Elat,7,4,6,9,4
2,24-02-16,25-02-16,En Gedi,8,4,3,2,4
1,25-02-16,25-02-16,En Gedi,8,5,3,8,4
2,24-02-16,25-02-16,Haifa,7,9,5,11,7
1,25-02-16,25-02-16,Haifa,7,8,4,15,7
2,24-02-16,25-02-16,Jerusalem,6,4,4,6,3
1,25-02-16,25-02-16,Jerusalem,6,4,3,8,3
2,24-02-16,25-02-16,Lod,5,6,7,7,8
1,25-02-16,25-02-16,Lod,5,5,6,6,8
2,24-02-16,25-02-16,Mizpe Ramon,6,5,5,7,4
1,25-02-16,25-02-16,Mizpe Ramon,6,6,4,8,3
2,24-02-16,25-02-16,Nazareth,7,7,5,12,5
1,25-02-16,25-02-16,Nazareth,7,8,7,13,5
2,24-02-16,25-02-16,Qazrin,8,9,9,11,5
1,25-02-16,25-02-16,Qazrin,8,8,9,14,6
2,24-02-16,25-02-16,Tel Aviv,4,7,6,5,8
1,25-02-16,25-02-16,Tel Aviv,4,6,6,6,8
2,24-02-16,25-02-16,Tiberias,7,5,2,2,3
1,25-02-16,25-02-16,Tiberias,7,5,3,9,6
2,24-02-16,25-02-16,Zefat,6,5,3,7,6
1,25-02-16,25-02-16,Zefat,6,5,4,8,6
2,25-02-16,26-02-16,Afula,10,5,6,8,7
1,26-02-16,26-02-16,Afula,10,5,6,10,5
2,25-02-16,26-02-16,Ashdod,10,7,7,5,5
1,26-02-16,26-02-16,Ashdod,10,7,7,5,6
2,25-02-16,26-02-16,Beer Sheva,9,4,5,8,3
1,26-02-16,26-02-16,Beer Sheva,9,4,5,8,5
2,25-02-16,26-02-16,Bet Shean,6,4,3,6,3
1,26-02-16,26-02-16,Bet Shean,6,4,3,6,4
2,25-02-16,26-02-16,Elat,8,3,5,7,3
1,26-02-16,26-02-16,Elat,8,3,5,7,4
2,25-02-16,26-02-16,En Gedi,7,5,3,7,3
1,26-02-16,26-02-16,En Gedi,7,5,3,7,4
2,25-02-16,26-02-16,Haifa,9,5,3,10,7
1,26-02-16,26-02-16,Haifa,8,6,4,15,6
2,25-02-16,26-02-16,Jerusalem,5,3,4,6,6
1,26-02-16,26-02-16,Jerusalem,5,2,4,6,4
2,25-02-16,26-02-16,Lod,6,4,3,6,6
1,26-02-16,26-02-16,Lod,5,5,4,6,6
2,25-02-16,26-02-16,Mizpe Ramon,5,4,4,5,4
1,26-02-16,26-02-16,Mizpe Ramon,5,4,4,7,3
2,25-02-16,26-02-16,Nazareth,15,8,10,10,7
1,26-02-16,26-02-16,Nazareth,15,8,9,13,9
2,25-02-16,26-02-16,Qazrin,19,9,10,10,12
1,26-02-16,26-02-16,Qazrin,19,9,9,14,10
2,25-02-16,26-02-16,Tel Aviv,7,5,5,5,6
1,26-02-16,26-02-16,Tel Aviv,6,5,6,6,6
2,25-02-16,26-02-16,Tiberias,7,5,2,5,8
1,26-02-16,26-02-16,Tiberias,7,5,2,3,10
2,25-02-16,26-02-16,Zefat,15,5,5,8,8
1,26-02-16,26-02-16,Zefat,15,5,4,9,10
2,26-02-16,27-02-16,Afula,9,8,10,10,13
1,27-02-16,27-02-16,Afula,9,8,9,10,13
2,26-02-16,27-02-16,Ashdod,7,8,9,10,11
1,27-02-16,27-02-16,Ashdod,7,8,9,14,10
2,26-02-16,27-02-16,Beer Sheva,4,6,7,7,10
1,27-02-16,27-02-16,Beer Sheva,4,6,8,8,9
2,26-02-16,27-02-16,Bet Shean,9,7,7,10,9
1,27-02-16,27-02-16,Bet Shean,9,7,9,11,11
2,26-02-16,27-02-16,Elat,7,7,9,12,8
1,27-02-16,27-02-16,Elat,7,8,9,8,8
2,26-02-16,27-02-16,En Gedi,7,4,3,6,12
1,27-02-16,27-02-16,En Gedi,7,5,3,7,8
2,26-02-16,27-02-16,Haifa,5,7,10,11,10
1,27-02-16,27-02-16,Haifa,6,6,9,13,12
2,26-02-16,27-02-16,Jerusalem,5,6,12,14,14
1,27-02-16,27-02-16,Jerusalem,5,6,13,13,11
2,26-02-16,27-02-16,Lod,4,6,7,8,10
1,27-02-16,27-02-16,Lod,5,6,7,9,8
