Time,Basis date,Validity date,City,Persist. value,EC,CO,C3,OH
2,08-06-16,09-06-16,Nazareth,35,26,25,26,23
1,09-06-16,09-06-16,Nazareth,35,26,25,26,23
2,08-06-16,09-06-16,Qazrin,36,30,28,27,26
1,09-06-16,09-06-16,Qazrin,36,29,27,27,26
2,08-06-16,09-06-16,Tel Aviv,32,28,27,27,27
1,09-06-16,09-06-16,Tel Aviv,32,27,27,27,27
2,08-06-16,09-06-16,Tiberias,40,31,30,29,26
1,09-06-16,09-06-16,Tiberias,40,30,30,29,26
2,08-06-16,09-06-16,Zefat,34,28,25,25,26
1,09-06-16,09-06-16,Zefat,34,27,25,24,26
2,09-06-16,10-06-16,Afula,31,29,27,28,29
1,10-06-16,10-06-16,Afula,31,29,28.67,28,29
2,09-06-16,10-06-16,Ashdod,28,26,24,24,25
1,10-06-16,10-06-16,Ashdod,28,26,25,24,25
2,09-06-16,10-06-16,Beer Sheva,30,29,27,28,28
1,10-06-16,10-06-16,Beer Sheva,30,29,28.67,29,28
2,09-06-16,10-06-16,Bet Shean,33,33,31,33,33
1,10-06-16,10-06-16,Bet Shean,33,33,32.67,33,32
2,09-06-16,10-06-16,Elat,38,32,34,38,32
1,10-06-16,10-06-16,Elat,38,32,33.33,35,33
2,09-06-16,10-06-16,En Gedi,37,31,32,31,31
1,10-06-16,10-06-16,En Gedi,37,32,31.33,31,31
2,09-06-16,10-06-16,Haifa,25,26,25,25,26
1,10-06-16,10-06-16,Haifa,25,26,24.67,25,23
2,09-06-16,10-06-16,Jerusalem,25,26,24,24,25
1,10-06-16,10-06-16,Jerusalem,25,26,25.33,25,25
2,09-06-16,10-06-16,Lod,28,28,26,27,27
1,10-06-16,10-06-16,Lod,28,28,27.67,28,27
2,09-06-16,10-06-16,Mizpe Ramon,29,34,29,28,29
1,10-06-16,10-06-16,Mizpe Ramon,29,34,30.33,28,29
2,09-06-16,10-06-16,Nazareth,26,25,24,25,23
1,10-06-16,10-06-16,Nazareth,26,25,25,27,23
2,09-06-16,10-06-16,Qazrin,28,30,26,27,27
1,10-06-16,10-06-16,Qazrin,28,29,27.67,27,27
2,09-06-16,10-06-16,Tel Aviv,27,27,26,26,26
1,10-06-16,10-06-16,Tel Aviv,27,27,26.67,27,26
2,09-06-16,10-06-16,Tiberias,33,30,29,29,27
1,10-06-16,10-06-16,Tiberias,33,30,29,29,28
2,09-06-16,10-06-16,Zefat,25,27,24,24,27
1,10-06-16,10-06-16,Zefat,25,27,26.33,25,27
2,10-06-16,11-06-16,Afula,31,28,28.67,28,30
1,11-06-16,11-06-16,Afula,31,29,28,28,28
2,10-06-16,11-06-16,Ashdod,27,26,25,24,25
1,11-06-16,11-06-16,Ashdod,27,26,25,24,25
2,10-06-16,11-06-16,Beer Sheva,30,29,29,30,28
1,11-06-16,11-06-16,Beer Sheva,30,29,29,30,28
2,10-06-16,11-06-16,Bet Shean,34,32,32,33,31
1,11-06-16,11-06-16,Bet Shean,34,32,32,32,30
2,10-06-16,11-06-16,Elat,37,33,33.67,36,32
1,11-06-16,11-06-16,Elat,37,33,34,38,33
2,10-06-16,11-06-16,En Gedi,36,31,32.67,35,32
1,11-06-16,11-06-16,En Gedi,36,31,31,31,33
2,10-06-16,11-06-16,Haifa,25,26,25.67,26,25
1,11-06-16,11-06-16,Haifa,25,26,25,25,22
2,10-06-16,11-06-16,Jerusalem,25,26,25,25,24
1,11-06-16,11-06-16,Jerusalem,25,26,25,26,24
2,10-06-16,11-06-16,Lod,28,28,27.33,27,27
1,11-06-16,11-06-16,Lod,28,28,27,28,27
2,10-06-16,11-06-16,Mizpe Ramon,28,34,30.67,29,29
1,11-06-16,11-06-16,Mizpe Ramon,28,33,30,29,30
2,10-06-16,11-06-16,Nazareth,25,25,25.67,26,26
1,11-06-16,11-06-16,Nazareth,25,25,24,25,26
2,10-06-16,11-06-16,Qazrin,28,29,27,26,26
1,11-06-16,11-06-16,Qazrin,28,28,27,26,26
2,10-06-16,11-06-16,Tel Aviv,26,27,26.33,26,26
1,11-06-16,11-06-16,Tel Aviv,26,27,27,26,26
2,10-06-16,11-06-16,Tiberias,33,30,28.33,29,26
1,11-06-16,11-06-16,Tiberias,33,30,29,29,26
2,10-06-16,11-06-16,Zefat,26,27,25.67,24,26
1,11-06-16,11-06-16,Zefat,26,27,24,24,26
2,11-06-16,12-06-16,Afula,30,31,30,29,32
1,12-06-16,12-06-16,Afula,30,31,30,31,30
2,11-06-16,12-06-16,Ashdod,26,28,26,24,25
1,12-06-16,12-06-16,Ashdod,26,27,26,25,25
2,11-06-16,12-06-16,Beer Sheva,31,31,32,35,30
1,12-06-16,12-06-16,Beer Sheva,31,32,32,36,30
2,11-06-16,12-06-16,Bet Shean,33,35,35,36,32
1,12-06-16,12-06-16,Bet Shean,33,35,35,38,33
2,11-06-16,12-06-16,Elat,38,37,36,39,35
1,12-06-16,12-06-16,Elat,38,37,37,40,34
2,11-06-16,12-06-16,En Gedi,34,32,32,35,34
1,12-06-16,12-06-16,En Gedi,34,32,33,34,34
2,11-06-16,12-06-16,Haifa,25,27,26,25,24
1,12-06-16,12-06-16,Haifa,25,26,26,26,25
2,11-06-16,12-06-16,Jerusalem,25,28,29,31,26
1,12-06-16,12-06-16,Jerusalem,25,28,29,29,27
2,11-06-16,12-06-16,Lod,28,30,29,30,28
1,12-06-16,12-06-16,Lod,28,29,30,32,28
2,11-06-16,12-06-16,Mizpe Ramon,29,36,32,33,31
1,12-06-16,12-06-16,Mizpe Ramon,29,36,32,33,31
2,11-06-16,12-06-16,Nazareth,25,27,27,30,28
1,12-06-16,12-06-16,Nazareth,25,27,27,31,29
2,11-06-16,12-06-16,Qazrin,27,32,29,29,28
1,12-06-16,12-06-16,Qazrin,27,30,29,30,29
2,11-06-16,12-06-16,Tel Aviv,26,28,28,29,27
1,12-06-16,12-06-16,Tel Aviv,26,28,28,30,27
2,11-06-16,12-06-16,Tiberias,33,33,32,31,28
1,12-06-16,12-06-16,Tiberias,33,33,32,31,30
2,11-06-16,12-06-16,Zefat,24,30,28,28,28
1,12-06-16,12-06-16,Zefat,24,30,29,30,29
2,12-06-16,13-06-16,Afula,31,38,39,37,39
1,13-06-16,13-06-16,Afula,31,38,38,40,37
2,12-06-16,13-06-16,Ashdod,27,31,29,25,30
1,13-06-16,13-06-16,Ashdod,27,31,28,27,30
2,12-06-16,13-06-16,Beer Sheva,34,38,39,37,37
1,13-06-16,13-06-16,Beer Sheva,34,38,37,40,37
2,12-06-16,13-06-16,Bet Shean,35,40,41,44,39
1,13-06-16,13-06-16,Bet Shean,35,41,41,42,39
2,12-06-16,13-06-16,Elat,40,40,41,39,40
1,13-06-16,13-06-16,Elat,40,39,41,39,41
2,12-06-16,13-06-16,En Gedi,34,36,39,41,38
1,13-06-16,13-06-16,En Gedi,34,36,38,39,39
2,12-06-16,13-06-16,Haifa,26,31,32,28,29
1,13-06-16,13-06-16,Haifa,26,31,31,31,29
2,12-06-16,13-06-16,Jerusalem,29,34,36,37,35
1,13-06-16,13-06-16,Jerusalem,29,34,35,35,35
2,12-06-16,13-06-16,Lod,29,35,36,37,35
1,13-06-16,13-06-16,Lod,29,36,35,39,35
2,12-06-16,13-06-16,Mizpe Ramon,33,40,38,38,36
1,13-06-16,13-06-16,Mizpe Ramon,33,39,38,37,37
2,12-06-16,13-06-16,Nazareth,27,34,34,36,34
1,13-06-16,13-06-16,Nazareth,27,34,33,38,35
2,12-06-16,13-06-16,Qazrin,31,37,36,37,34
1,13-06-16,13-06-16,Qazrin,31,37,35,37,35
2,12-06-16,13-06-16,Tel Aviv,28,32,33,33,34
1,13-06-16,13-06-16,Tel Aviv,28,32,32,37,34
2,12-06-16,13-06-16,Tiberias,35,38,38,39,37
1,13-06-16,13-06-16,Tiberias,35,39,37,39,35
2,12-06-16,13-06-16,Zefat,26,35,35,34,34
1,13-06-16,13-06-16,Zefat,26,36,35,34,35
2,13-06-16,14-06-16,Afula,38,38,37,33,42
1,14-06-16,14-06-16,Afula,38,38,37,37,39
2,13-06-16,14-06-16,Ashdod,28,33,28,25,29
1,14-06-16,14-06-16,Ashdod,28,32,27,26,30
2,13-06-16,14-06-16,Beer Sheva,40,37,39,38,39
1,14-06-16,14-06-16,Beer Sheva,40,38,36,37,37
2,13-06-16,14-06-16,Bet Shean,41,41,42,39,42
1,14-06-16,14-06-16,Bet Shean,41,41,43,42,42
2,13-06-16,14-06-16,Elat,42,41,44,42,42
1,14-06-16,14-06-16,Elat,42,41,44,44,43
2,13-06-16,14-06-16,En Gedi,38,37,40,39,41
1,14-06-16,14-06-16,En Gedi,38,40,40,39,41
2,13-06-16,14-06-16,Haifa,30,33,32,30,30
1,14-06-16,14-06-16,Haifa,30,33,32,30,30
2,13-06-16,14-06-16,Jerusalem,34,35,36,34,36
1,14-06-16,14-06-16,Jerusalem,34,35,36,34,37
2,13-06-16,14-06-16,Lod,35,37,34,33,37
1,14-06-16,14-06-16,Lod,35,37,34,34,36
2,13-06-16,14-06-16,Mizpe Ramon,37,39,39,36,39
1,14-06-16,14-06-16,Mizpe Ramon,37,40,39,35,39
2,13-06-16,14-06-16,Nazareth,35,36,34,31,37
1,14-06-16,14-06-16,Nazareth,35,36,34,36,34
2,13-06-16,14-06-16,Qazrin,37,37,37,34,37
1,14-06-16,14-06-16,Qazrin,37,38,37,37,37
2,13-06-16,14-06-16,Tel Aviv,31,33,32,29,34
1,14-06-16,14-06-16,Tel Aviv,31,32,30,30,34
2,13-06-16,14-06-16,Tiberias,41,39,39,35,37
1,14-06-16,14-06-16,Tiberias,41,41,40,38,38
2,13-06-16,14-06-16,Zefat,34,36,34,34,37
1,14-06-16,14-06-16,Zefat,34,37,34,35,37
2,14-06-16,15-06-16,Afula,38,37,35,35,34
1,15-06-16,15-06-16,Afula,38,36,35,36,34
2,14-06-16,15-06-16,Ashdod,28,33,27,26,28
1,15-06-16,15-06-16,Ashdod,28,33,28,27,28
2,14-06-16,15-06-16,Beer Sheva,40,37,32,35,32
1,15-06-16,15-06-16,Beer Sheva,40,36,35,36,32
2,14-06-16,15-06-16,Bet Shean,42,40,40,40,39
1,15-06-16,15-06-16,Bet Shean,42,40,39,40,38
2,14-06-16,15-06-16,Elat,45,42,43,45,42
1,15-06-16,15-06-16,Elat,45,42,44,45,42
2,14-06-16,15-06-16,En Gedi,40,38,42,39,42
1,15-06-16,15-06-16,En Gedi,40,38,42,39,42
2,14-06-16,15-06-16,Haifa,34,32,30,32,28
1,15-06-16,15-06-16,Haifa,34,33,31,33,29
2,14-06-16,15-06-16,Jerusalem,36,35,32,34,32
1,15-06-16,15-06-16,Jerusalem,36,34,33,33,33
2,14-06-16,15-06-16,Lod,37,35,32,35,33
1,15-06-16,15-06-16,Lod,37,36,34,34,33
2,14-06-16,15-06-16,Mizpe Ramon,39,40,37,36,36
1,15-06-16,15-06-16,Mizpe Ramon,39,40,36,37,35
2,14-06-16,15-06-16,Nazareth,36,33,31,33,34
1,15-06-16,15-06-16,Nazareth,36,33,31,34,30
2,14-06-16,15-06-16,Qazrin,39,37,35,35,34
1,15-06-16,15-06-16,Qazrin,39,36,35,36,34
2,14-06-16,15-06-16,Tel Aviv,35,32,30,33,29
1,15-06-16,15-06-16,Tel Aviv,35,33,32,33,30
2,14-06-16,15-06-16,Tiberias,40,37,37,38,34
1,15-06-16,15-06-16,Tiberias,40,37,38,38,33
2,14-06-16,15-06-16,Zefat,35,35,32,34,34
1,15-06-16,15-06-16,Zefat,35,35,32,33,34
2,15-06-16,16-06-16,Afula,37,30,30,30,31
1,16-06-16,16-06-16,Afula,37,30,29,29,31
2,15-06-16,16-06-16,Ashdod,30,25,26,24,27
1,16-06-16,16-06-16,Ashdod,30,27,26,24,26
2,15-06-16,16-06-16,Beer Sheva,35,30,29,30,29
1,16-06-16,16-06-16,Beer Sheva,35,30,29,29,29
2,15-06-16,16-06-16,Bet Shean,40,34,34,34,33
1,16-06-16,16-06-16,Bet Shean,40,34,33,33,33
2,15-06-16,16-06-16,Elat,44,34,35,37,34
1,16-06-16,16-06-16,Elat,44,34,34,36,33
2,15-06-16,16-06-16,En Gedi,42,33,34,34,34
1,16-06-16,16-06-16,En Gedi,42,33,34,34,34
2,15-06-16,16-06-16,Haifa,31,27,27,27,27
1,16-06-16,16-06-16,Haifa,31,27,26,25,27
2,15-06-16,16-06-16,Jerusalem,33,28,27,27,27
1,16-06-16,16-06-16,Jerusalem,33,27,26,26,27
2,15-06-16,16-06-16,Lod,35,29,28,29,29
1,16-06-16,16-06-16,Lod,35,29,28,28,28
2,15-06-16,16-06-16,Mizpe Ramon,36,37,30,30,31
1,16-06-16,16-06-16,Mizpe Ramon,36,37,30,29,31
2,15-06-16,16-06-16,Nazareth,32,27,27,27,30
1,16-06-16,16-06-16,Nazareth,32,27,27,27,30
2,15-06-16,16-06-16,Qazrin,35,30,31,29,30
1,16-06-16,16-06-16,Qazrin,35,30,31,30,30
2,15-06-16,16-06-16,Tel Aviv,33,28,27,28,28
1,16-06-16,16-06-16,Tel Aviv,33,28,28,27,28
2,15-06-16,16-06-16,Tiberias,40,32,34,36,31
1,16-06-16,16-06-16,Tiberias,40,32,33,34,31
2,15-06-16,16-06-16,Zefat,33,30,28,29,30
1,16-06-16,16-06-16,Zefat,33,29,28,28,30
2,16-06-16,17-06-16,Afula,32,32,33,31,33
1,17-06-16,17-06-16,Afula,32,32,32,31,34
2,16-06-16,17-06-16,Ashdod,27,28,26,25,27
1,17-06-16,17-06-16,Ashdod,27,28,26,25,27
2,16-06-16,17-06-16,Beer Sheva,32,33,31,32,31
1,17-06-16,17-06-16,Beer Sheva,32,33,31,31,31
2,16-06-16,17-06-16,Bet Shean,34,37,37,35,35
1,17-06-16,17-06-16,Bet Shean,34,36,36,35,35
2,16-06-16,17-06-16,Elat,38,36,37,39,35
1,17-06-16,17-06-16,Elat,38,35,37,38,35
2,16-06-16,17-06-16,En Gedi,36,36,36,37,37
1,17-06-16,17-06-16,En Gedi,36,35,36,37,36
2,16-06-16,17-06-16,Haifa,26,28,28,26,28
1,17-06-16,17-06-16,Haifa,26,28,29,26,27
2,16-06-16,17-06-16,Jerusalem,27,31,31,29,29
1,17-06-16,17-06-16,Jerusalem,27,30,31,28,29
2,16-06-16,17-06-16,Lod,29,31,30,30,30
1,17-06-16,17-06-16,Lod,29,31,30,29,30
2,16-06-16,17-06-16,Mizpe Ramon,30,37,32,32,34
1,17-06-16,17-06-16,Mizpe Ramon,30,37,32,32,34
2,16-06-16,17-06-16,Nazareth,26,30,30,29,27
1,17-06-16,17-06-16,Nazareth,26,30,30,28,27
2,16-06-16,17-06-16,Qazrin,29,34,33,31,31
1,17-06-16,17-06-16,Qazrin,29,34,33,31,31
2,16-06-16,17-06-16,Tel Aviv,27,29,28,28,29
1,17-06-16,17-06-16,Tel Aviv,27,29,29,27,29
2,16-06-16,17-06-16,Tiberias,35,36,35,35,33
1,17-06-16,17-06-16,Tiberias,35,35,35,35,34
2,16-06-16,17-06-16,Zefat,27,32,30,30,30
1,17-06-16,17-06-16,Zefat,27,31,30,30,31
2,17-06-16,18-06-16,Afula,33,36,36,33,35
1,18-06-16,18-06-16,Afula,33,36,36,32,36
2,17-06-16,18-06-16,Ashdod,28,25,27,25,28
1,18-06-16,18-06-16,Ashdod,28,29,27,25,29
2,17-06-16,18-06-16,Beer Sheva,35,34,34,34,33
1,18-06-16,18-06-16,Beer Sheva,35,34,33,34,34
2,17-06-16,18-06-16,Bet Shean,37,40,41,38,38
1,18-06-16,18-06-16,Bet Shean,37,40,41,37,39
2,17-06-16,18-06-16,Elat,38,38,39,39,37
1,18-06-16,18-06-16,Elat,38,38,39,39,38
2,17-06-16,18-06-16,En Gedi,39,37,37,37,38
1,18-06-16,18-06-16,En Gedi,39,37,36,38,39
2,17-06-16,18-06-16,Haifa,28,30,31,29,30
1,18-06-16,18-06-16,Haifa,28,31,31,26,30
2,17-06-16,18-06-16,Jerusalem,29,33,34,32,33
1,18-06-16,18-06-16,Jerusalem,29,33,34,31,33
2,17-06-16,18-06-16,Lod,30,33,32,31,33
1,18-06-16,18-06-16,Lod,30,34,32,31,34
2,17-06-16,18-06-16,Mizpe Ramon,32,36,33,33,35
1,18-06-16,18-06-16,Mizpe Ramon,32,36,33,32,34
2,17-06-16,18-06-16,Nazareth,29,32,33,30,29
1,18-06-16,18-06-16,Nazareth,29,32,32,29,31
2,17-06-16,18-06-16,Qazrin,33,35,35,32,34
1,18-06-16,18-06-16,Qazrin,33,35,35,31,35
2,17-06-16,18-06-16,Tel Aviv,27,30,29,29,31
1,18-06-16,18-06-16,Tel Aviv,27,30,29,28,32
2,17-06-16,18-06-16,Tiberias,40,37,38,34,35
1,18-06-16,18-06-16,Tiberias,40,37,38,35,36
2,17-06-16,18-06-16,Zefat,29,35,34,33,35
1,18-06-16,18-06-16,Zefat,29,35,34,31,36
2,18-06-16,19-06-16,Afula,36,38,37,34,38
1,19-06-16,19-06-16,Afula,36,38,36,37,39
2,18-06-16,19-06-16,Ashdod,29,30,27,25,29
1,19-06-16,19-06-16,Ashdod,29,30,28,26,29
2,18-06-16,19-06-16,Beer Sheva,36,36,35,36,34
1,19-06-16,19-06-16,Beer Sheva,36,36,34,37,35
2,18-06-16,19-06-16,Bet Shean,40,42,41,39,41
1,19-06-16,19-06-16,Bet Shean,40,42,42,41,42
2,18-06-16,19-06-16,Elat,41,38,40,37,40
1,19-06-16,19-06-16,Elat,41,38,41,39,40
2,18-06-16,19-06-16,En Gedi,40,38,38,38,40
1,19-06-16,19-06-16,En Gedi,40,38,39,43,41
2,18-06-16,19-06-16,Haifa,30,31,32,29,30
1,19-06-16,19-06-16,Haifa,30,31,32,32,31
2,18-06-16,19-06-16,Jerusalem,33,34,34,35,34
1,19-06-16,19-06-16,Jerusalem,33,34,33,35,34
2,18-06-16,19-06-16,Lod,31,34,33,33,33
1,19-06-16,19-06-16,Lod,31,34,32,35,33
2,18-06-16,19-06-16,Mizpe Ramon,34,37,35,35,37
1,19-06-16,19-06-16,Mizpe Ramon,34,38,35,38,35
2,18-06-16,19-06-16,Nazareth,32,35,33,33,32
1,19-06-16,19-06-16,Nazareth,32,35,34,35,33
2,18-06-16,19-06-16,Qazrin,36,38,38,36,38
1,19-06-16,19-06-16,Qazrin,36,39,38,37,38
2,18-06-16,19-06-16,Tel Aviv,29,30,30,29,31
1,19-06-16,19-06-16,Tel Aviv,29,31,30,31,32
2,18-06-16,19-06-16,Tiberias,40,41,40,38,38
1,19-06-16,19-06-16,Tiberias,40,40,40,39,39
2,18-06-16,19-06-16,Zefat,32,38,37,34,38
1,19-06-16,19-06-16,Zefat,32,38,37,35,38
2,19-06-16,20-06-16,Afula,38,38,36,35,38
1,20-06-16,20-06-16,Afula,38,38,37,37,36
2,19-06-16,20-06-16,Ashdod,29,31,28,26,29
1,20-06-16,20-06-16,Ashdod,29,30,28,27,29
2,19-06-16,20-06-16,Beer Sheva,37,37,36,36,37
1,20-06-16,20-06-16,Beer Sheva,37,37,37,39,35
2,19-06-16,20-06-16,Bet Shean,41,42,41,40,42
1,20-06-16,20-06-16,Bet Shean,41,42,41,42,41
2,19-06-16,20-06-16,Elat,42,40,42,40,41
1,20-06-16,20-06-16,Elat,42,40,43,42,41
2,19-06-16,20-06-16,En Gedi,41,40,40,39,42
1,20-06-16,20-06-16,En Gedi,41,39,40,44,41
2,19-06-16,20-06-16,Haifa,33,33,31,30,31
1,20-06-16,20-06-16,Haifa,33,33,31,33,31
2,19-06-16,20-06-16,Jerusalem,34,35,35,35,35
1,20-06-16,20-06-16,Jerusalem,34,35,35,35,34
2,19-06-16,20-06-16,Lod,34,36,34,33,35
1,20-06-16,20-06-16,Lod,34,35,33,36,34
2,19-06-16,20-06-16,Mizpe Ramon,37,36,37,36,37
1,20-06-16,20-06-16,Mizpe Ramon,37,37,37,38,36
2,19-06-16,20-06-16,Nazareth,34,35,33,33,32
1,20-06-16,20-06-16,Nazareth,34,34,32,38,31
2,19-06-16,20-06-16,Qazrin,38,38,37,37,38
1,20-06-16,20-06-16,Qazrin,38,38,37,39,37
2,19-06-16,20-06-16,Tel Aviv,30,32,30,30,32
1,20-06-16,20-06-16,Tel Aviv,30,31,31,32,32
2,19-06-16,20-06-16,Tiberias,43,40,40,39,39
1,20-06-16,20-06-16,Tiberias,43,39,40,43,37
2,19-06-16,20-06-16,Zefat,35,38,36,36,38
1,20-06-16,20-06-16,Zefat,35,38,36,36,37
2,20-06-16,21-06-16,Afula,40,36,35,35,35
1,21-06-16,21-06-16,Afula,40,36,35,36,36
2,20-06-16,21-06-16,Ashdod,30,31,28,25,28
1,21-06-16,21-06-16,Ashdod,30,31,28,27,28
2,20-06-16,21-06-16,Beer Sheva,40,35,34,35,34
1,21-06-16,21-06-16,Beer Sheva,40,35,34,37,35
2,20-06-16,21-06-16,Bet Shean,43,41,39,39,39
1,21-06-16,21-06-16,Bet Shean,43,40,39,40,40
2,20-06-16,21-06-16,Elat,42,40,41,44,40
1,21-06-16,21-06-16,Elat,42,39,41,44,40
2,20-06-16,21-06-16,En Gedi,42,37,39,39,40
1,21-06-16,21-06-16,En Gedi,42,37,38,40,41
2,20-06-16,21-06-16,Haifa,32,32,31,30,30
1,21-06-16,21-06-16,Haifa,32,32,31,31,31
2,20-06-16,21-06-16,Jerusalem,35,34,33,32,32
1,21-06-16,21-06-16,Jerusalem,35,33,33,34,33
2,20-06-16,21-06-16,Lod,36,35,33,33,32
1,21-06-16,21-06-16,Lod,36,35,32,34,33
2,20-06-16,21-06-16,Mizpe Ramon,37,38,33,34,35
1,21-06-16,21-06-16,Mizpe Ramon,37,38,33,36,35
2,20-06-16,21-06-16,Nazareth,33,32,31,32,29
1,21-06-16,21-06-16,Nazareth,33,32,31,33,30
2,20-06-16,21-06-16,Qazrin,39,36,36,35,36
1,21-06-16,21-06-16,Qazrin,39,36,36,36,36
2,20-06-16,21-06-16,Tel Aviv,32,32,30,32,31
1,21-06-16,21-06-16,Tel Aviv,32,32,31,31,31
2,20-06-16,21-06-16,Tiberias,42,38,39,38,37
1,21-06-16,21-06-16,Tiberias,42,38,39,40,37
2,20-06-16,21-06-16,Zefat,36,37,36,34,36
1,21-06-16,21-06-16,Zefat,36,36,36,35,36
2,21-06-16,22-06-16,Afula,38,37,35,34,35
1,22-06-16,22-06-16,Afula,38,37,36,34,36
2,21-06-16,22-06-16,Ashdod,30,31,28,26,28
1,22-06-16,22-06-16,Ashdod,30,31,28,27,28
2,21-06-16,22-06-16,Beer Sheva,37,36,34,35,33
1,22-06-16,22-06-16,Beer Sheva,37,36,34,35,33
2,21-06-16,22-06-16,Bet Shean,41,41,40,39,39
1,22-06-16,22-06-16,Bet Shean,41,41,40,39,39
2,21-06-16,22-06-16,Elat,44,39,40,42,39
1,22-06-16,22-06-16,Elat,44,39,40,42,39
2,21-06-16,22-06-16,En Gedi,41,37,38,39,40
1,22-06-16,22-06-16,En Gedi,41,37,38,42,40
2,21-06-16,22-06-16,Haifa,32,32,31,29,30
1,22-06-16,22-06-16,Haifa,32,32,32,30,31
2,21-06-16,22-06-16,Jerusalem,33,34,33,32,32
1,22-06-16,22-06-16,Jerusalem,33,34,33,32,32
2,21-06-16,22-06-16,Lod,35,34,33,32,33
1,22-06-16,22-06-16,Lod,35,34,33,32,32
2,21-06-16,22-06-16,Mizpe Ramon,36,37,34,35,34
1,22-06-16,22-06-16,Mizpe Ramon,36,37,34,34,34
2,21-06-16,22-06-16,Nazareth,33,33,32,31,29
1,22-06-16,22-06-16,Nazareth,33,33,31,31,30
2,21-06-16,22-06-16,Qazrin,37,37,36,33,36
1,22-06-16,22-06-16,Qazrin,37,36,36,33,36
2,21-06-16,22-06-16,Tel Aviv,31,31,31,30,31
1,22-06-16,22-06-16,Tel Aviv,31,31,32,30,31
2,21-06-16,22-06-16,Tiberias,40,39,39,34,38
1,22-06-16,22-06-16,Tiberias,40,38,39,37,38
2,21-06-16,22-06-16,Zefat,35,38,36,32,36
1,22-06-16,22-06-16,Zefat,35,37,37,32,36
2,22-06-16,23-06-16,Afula,38,36,36,34,35
1,23-06-16,23-06-16,Afula,38,36,36,34,35
2,22-06-16,23-06-16,Ashdod,30,30,28,26,27
1,23-06-16,23-06-16,Ashdod,30,30,28,27,27
2,22-06-16,23-06-16,Beer Sheva,37,36,35,35,34
1,23-06-16,23-06-16,Beer Sheva,37,36,34,36,34
2,22-06-16,23-06-16,Bet Shean,41,41,41,39,40
1,23-06-16,23-06-16,Bet Shean,41,40,41,39,40
2,22-06-16,23-06-16,Elat,43,41,42,42,40
1,23-06-16,23-06-16,Elat,43,40,41,42,40
2,22-06-16,23-06-16,En Gedi,40,38,39,41,40
1,23-06-16,23-06-16,En Gedi,40,38,40,41,41
2,22-06-16,23-06-16,Haifa,32,31,32,30,30
1,23-06-16,23-06-16,Haifa,32,31,32,30,30
2,22-06-16,23-06-16,Jerusalem,33,34,35,32,32
1,23-06-16,23-06-16,Jerusalem,33,34,34,32,33
2,22-06-16,23-06-16,Lod,33,34,33,33,32
1,23-06-16,23-06-16,Lod,33,34,33,33,32
2,22-06-16,23-06-16,Mizpe Ramon,35,38,36,35,35
1,23-06-16,23-06-16,Mizpe Ramon,35,38,35,36,35
2,22-06-16,23-06-16,Nazareth,33,33,32,31,29
1,23-06-16,23-06-16,Nazareth,33,32,31,31,30
2,22-06-16,23-06-16,Qazrin,38,37,37,34,36
1,23-06-16,23-06-16,Qazrin,38,36,36,34,36
2,22-06-16,23-06-16,Tel Aviv,30,31,32,30,30
1,23-06-16,23-06-16,Tel Aviv,30,31,31,30,30
2,22-06-16,23-06-16,Tiberias,40,38,39,35,38
1,23-06-16,23-06-16,Tiberias,40,38,38,36,38
2,22-06-16,23-06-16,Zefat,35,37,37,34,36
1,23-06-16,23-06-16,Zefat,35,37,34,35,36
2,23-06-16,24-06-16,Afula,38,37,37,35,36
1,24-06-16,24-06-16,Afula,38,36,36,34,36
2,23-06-16,24-06-16,Ashdod,30,30,28,26,28
1,24-06-16,24-06-16,Ashdod,30,30,28,27,28
2,23-06-16,24-06-16,Beer Sheva,37,36,34,35,34
1,24-06-16,24-06-16,Beer Sheva,37,36,34,37,34
2,23-06-16,24-06-16,Bet Shean,41,41,41,40,40
1,24-06-16,24-06-16,Bet Shean,41,41,41,41,40
2,23-06-16,24-06-16,Elat,44,40,41,43,41
1,24-06-16,24-06-16,Elat,44,40,41,43,40
2,23-06-16,24-06-16,En Gedi,41,38,39,41,40
1,24-06-16,24-06-16,En Gedi,41,38,39,41,40
2,23-06-16,24-06-16,Haifa,31,32,32,30,31
1,24-06-16,24-06-16,Haifa,31,31,32,31,31
2,23-06-16,24-06-16,Jerusalem,33,34,34,34,34
1,24-06-16,24-06-16,Jerusalem,33,34,34,33,33
2,23-06-16,24-06-16,Lod,33,34,33,33,33
1,24-06-16,24-06-16,Lod,33,34,33,33,33
2,23-06-16,24-06-16,Mizpe Ramon,36,38,35,36,35
1,24-06-16,24-06-16,Mizpe Ramon,36,38,34,35,35
2,23-06-16,24-06-16,Nazareth,32,32,32,31,30
1,24-06-16,24-06-16,Nazareth,32,32,32,33,29
2,23-06-16,24-06-16,Qazrin,36,36,37,33,36
1,24-06-16,24-06-16,Qazrin,36,36,36,34,35
2,23-06-16,24-06-16,Tel Aviv,30,31,31,30,31
1,24-06-16,24-06-16,Tel Aviv,30,31,31,31,30
2,23-06-16,24-06-16,Tiberias,40,38,40,37,37
1,24-06-16,24-06-16,Tiberias,40,38,40,38,37
2,23-06-16,24-06-16,Zefat,34,37,37,32,36
1,24-06-16,24-06-16,Zefat,34,37,37,37,35
2,24-06-16,25-06-16,Afula,37,37,36,33,35
1,25-06-16,25-06-16,Afula,37,37,36,34,35
