validityDate,city,observedMaxTemp
17/05/2016,Zefat,28
18/05/2016,Afula,28
18/05/2016,Ashdod,25
18/05/2016,Beer Sheva,26
18/05/2016,Bet Shean,30
18/05/2016,Elat,37
18/05/2016,En Gedi,35
18/05/2016,Haifa,23
18/05/2016,Jerusalem,22
18/05/2016,Lod,25
18/05/2016,Mizpe Ramon,26
18/05/2016,Nazareth,23
18/05/2016,Qazrin,25
18/05/2016,Tel Aviv,24
18/05/2016,Tiberias,30
18/05/2016,Zefat,22
19/05/2016,Afula,28
19/05/2016,Ashdod,25
19/05/2016,Beer Sheva,28
19/05/2016,Bet Shean,30
19/05/2016,Elat,33
19/05/2016,En Gedi,32
19/05/2016,Haifa,23
19/05/2016,Jerusalem,22
19/05/2016,Lod,26
19/05/2016,Mizpe Ramon,25
19/05/2016,Nazareth,24
19/05/2016,Qazrin,25
19/05/2016,Tel Aviv,24
19/05/2016,Tiberias,30
19/05/2016,Zefat,21
20/05/2016,Afula,28
20/05/2016,Ashdod,24
20/05/2016,Beer Sheva,29
20/05/2016,Bet Shean,31
20/05/2016,Elat,33
20/05/2016,En Gedi,32
20/05/2016,Haifa,23
20/05/2016,Jerusalem,24
20/05/2016,Lod,26
20/05/2016,Mizpe Ramon,26
20/05/2016,Nazareth,24
20/05/2016,Qazrin,27
20/05/2016,Tel Aviv,24
20/05/2016,Tiberias,31
20/05/2016,Zefat,23
21/05/2016,Afula,30
21/05/2016,Ashdod,25
21/05/2016,Beer Sheva,32
21/05/2016,Bet Shean,33
21/05/2016,Elat,37
21/05/2016,En Gedi,34
21/05/2016,Haifa,23
21/05/2016,Jerusalem,27
21/05/2016,Lod,27
21/05/2016,Mizpe Ramon,30
21/05/2016,Nazareth,25
21/05/2016,Qazrin,29
21/05/2016,Tel Aviv,24
21/05/2016,Tiberias,33
21/05/2016,Zefat,27
22/05/2016,Afula,38
22/05/2016,Ashdod,29
22/05/2016,Beer Sheva,39
22/05/2016,Bet Shean,39
22/05/2016,Elat,41
22/05/2016,En Gedi,35
22/05/2016,Haifa,34
22/05/2016,Jerusalem,33
22/05/2016,Lod,38
22/05/2016,Mizpe Ramon,36
22/05/2016,Nazareth,35
22/05/2016,Qazrin,35
22/05/2016,Tel Aviv,35
22/05/2016,Tiberias,37
22/05/2016,Zefat,31
23/05/2016,Afula,28
23/05/2016,Ashdod,25
23/05/2016,Beer Sheva,26
23/05/2016,Bet Shean,30
23/05/2016,Elat,36
23/05/2016,En Gedi,35
23/05/2016,Haifa,23
23/05/2016,Jerusalem,20
23/05/2016,Lod,25
23/05/2016,Mizpe Ramon,25
23/05/2016,Nazareth,23
23/05/2016,Qazrin,24
23/05/2016,Tel Aviv,24
23/05/2016,Tiberias,29
23/05/2016,Zefat,20
24/05/2016,Afula,27
24/05/2016,Ashdod,25
24/05/2016,Beer Sheva,24
24/05/2016,Bet Shean,29
24/05/2016,Elat,32
24/05/2016,En Gedi,33
24/05/2016,Haifa,23
24/05/2016,Jerusalem,19
24/05/2016,Lod,26
24/05/2016,Mizpe Ramon,24
24/05/2016,Nazareth,22
24/05/2016,Qazrin,23
24/05/2016,Tel Aviv,24
24/05/2016,Tiberias,29
24/05/2016,Zefat,19
25/05/2016,Afula,29
25/05/2016,Ashdod,26
25/05/2016,Beer Sheva,30
25/05/2016,Bet Shean,32
25/05/2016,Elat,35
25/05/2016,En Gedi,33
25/05/2016,Haifa,23
25/05/2016,Jerusalem,25
25/05/2016,Lod,27
25/05/2016,Mizpe Ramon,28
25/05/2016,Nazareth,24
25/05/2016,Qazrin,26
25/05/2016,Tel Aviv,25
25/05/2016,Tiberias,31
25/05/2016,Zefat,23
26/05/2016,Afula,33
26/05/2016,Ashdod,30
26/05/2016,Beer Sheva,36
26/05/2016,Bet Shean,37
26/05/2016,Elat,39
26/05/2016,En Gedi,39
26/05/2016,Haifa,31
26/05/2016,Jerusalem,30
26/05/2016,Lod,36
26/05/2016,Mizpe Ramon,33
26/05/2016,Nazareth,30
26/05/2016,Qazrin,32
26/05/2016,Tel Aviv,32
26/05/2016,Tiberias,36
26/05/2016,Zefat,28
27/05/2016,Afula,28
27/05/2016,Ashdod,25
27/05/2016,Beer Sheva,26
27/05/2016,Bet Shean,30
27/05/2016,Elat,33
27/05/2016,En Gedi,34
27/05/2016,Haifa,23
27/05/2016,Jerusalem,20
27/05/2016,Lod,26
27/05/2016,Mizpe Ramon,24
27/05/2016,Nazareth,23
27/05/2016,Qazrin,25
27/05/2016,Tel Aviv,24
27/05/2016,Tiberias,30
27/05/2016,Zefat,22
28/05/2016,Afula,28
28/05/2016,Ashdod,25
28/05/2016,Beer Sheva,26
28/05/2016,Bet Shean,30
28/05/2016,Elat,34
28/05/2016,En Gedi,34
28/05/2016,Haifa,23
28/05/2016,Jerusalem,21
28/05/2016,Lod,25
28/05/2016,Mizpe Ramon,25
28/05/2016,Nazareth,24
28/05/2016,Qazrin,25
28/05/2016,Tel Aviv,24
28/05/2016,Tiberias,31
28/05/2016,Zefat,21
29/05/2016,Afula,29
29/05/2016,Ashdod,25
29/05/2016,Beer Sheva,28
29/05/2016,Bet Shean,31
29/05/2016,Elat,33
29/05/2016,En Gedi,33
29/05/2016,Haifa,23
29/05/2016,Jerusalem,23
29/05/2016,Lod,26
29/05/2016,Mizpe Ramon,25
29/05/2016,Nazareth,24
29/05/2016,Qazrin,26
29/05/2016,Tel Aviv,24
29/05/2016,Tiberias,32
29/05/2016,Zefat,22
30/05/2016,Afula,30
30/05/2016,Ashdod,25
30/05/2016,Beer Sheva,30
30/05/2016,Bet Shean,33
30/05/2016,Elat,35
30/05/2016,En Gedi,35
30/05/2016,Haifa,25
30/05/2016,Jerusalem,25
30/05/2016,Lod,28
30/05/2016,Mizpe Ramon,27
30/05/2016,Nazareth,25
30/05/2016,Qazrin,29
30/05/2016,Tel Aviv,25
30/05/2016,Tiberias,35
30/05/2016,Zefat,24
31/05/2016,Afula,34
31/05/2016,Ashdod,26
31/05/2016,Beer Sheva,35
31/05/2016,Bet Shean,37
31/05/2016,Elat,37
31/05/2016,En Gedi,36
31/05/2016,Haifa,29
31/05/2016,Jerusalem,30
31/05/2016,Lod,30
31/05/2016,Mizpe Ramon,30
31/05/2016,Nazareth,27
31/05/2016,Qazrin,32
31/05/2016,Tel Aviv,26
31/05/2016,Tiberias,36
31/05/2016,Zefat,29
01/06/2016,Afula,35
01/06/2016,Ashdod,28
01/06/2016,Beer Sheva,37
01/06/2016,Bet Shean,39
01/06/2016,Elat,42
01/06/2016,En Gedi,37
01/06/2016,Haifa,30
01/06/2016,Jerusalem,31
01/06/2016,Lod,34
01/06/2016,Mizpe Ramon,35
01/06/2016,Nazareth,31
01/06/2016,Qazrin,33
01/06/2016,Tel Aviv,30
01/06/2016,Tiberias,38
01/06/2016,Zefat,31
02/06/2016,Afula,34
02/06/2016,Ashdod,28
02/06/2016,Beer Sheva,36
02/06/2016,Bet Shean,38
02/06/2016,Elat,40
02/06/2016,En Gedi,37
02/06/2016,Haifa,28
02/06/2016,Jerusalem,31
02/06/2016,Lod,31
02/06/2016,Mizpe Ramon,33
02/06/2016,Nazareth,28
02/06/2016,Qazrin,34
02/06/2016,Tel Aviv,28
02/06/2016,Tiberias,38
02/06/2016,Zefat,31
03/06/2016,Afula,39
03/06/2016,Ashdod,30
03/06/2016,Beer Sheva,41
03/06/2016,Bet Shean,41
03/06/2016,Elat,43
03/06/2016,En Gedi,36
03/06/2016,Haifa,33
03/06/2016,Jerusalem,35
03/06/2016,Lod,37
03/06/2016,Mizpe Ramon,36
03/06/2016,Nazareth,35
03/06/2016,Qazrin,36
03/06/2016,Tel Aviv,34
03/06/2016,Tiberias,41
03/06/2016,Zefat,35
04/06/2016,Afula,41
04/06/2016,Ashdod,34
04/06/2016,Beer Sheva,43
04/06/2016,Bet Shean,44
04/06/2016,Elat,43
04/06/2016,En Gedi,44
04/06/2016,Haifa,36
04/06/2016,Jerusalem,37
04/06/2016,Lod,40
04/06/2016,Mizpe Ramon,40
04/06/2016,Nazareth,36
04/06/2016,Qazrin,38
04/06/2016,Tel Aviv,39
04/06/2016,Tiberias,43
04/06/2016,Zefat,35
05/06/2016,Afula,37
05/06/2016,Ashdod,29
05/06/2016,Beer Sheva,37
05/06/2016,Bet Shean,40
05/06/2016,Elat,46
05/06/2016,En Gedi,44
05/06/2016,Haifa,33
05/06/2016,Jerusalem,34
05/06/2016,Lod,35
05/06/2016,Mizpe Ramon,38
05/06/2016,Nazareth,34
05/06/2016,Qazrin,36
05/06/2016,Tel Aviv,32
05/06/2016,Tiberias,41
05/06/2016,Zefat,34
06/06/2016,Afula,33
06/06/2016,Ashdod,27
06/06/2016,Beer Sheva,33
06/06/2016,Bet Shean,35
06/06/2016,Elat,42
06/06/2016,En Gedi,36
06/06/2016,Haifa,26
06/06/2016,Jerusalem,28
06/06/2016,Lod,30
06/06/2016,Mizpe Ramon,34
06/06/2016,Nazareth,27
06/06/2016,Qazrin,30
06/06/2016,Tel Aviv,27
06/06/2016,Tiberias,35
06/06/2016,Zefat,27
07/06/2016,Afula,35
07/06/2016,Ashdod,29
07/06/2016,Beer Sheva,38
07/06/2016,Bet Shean,38
07/06/2016,Elat,42
07/06/2016,En Gedi,37
07/06/2016,Haifa,29
07/06/2016,Jerusalem,31
07/06/2016,Lod,34
07/06/2016,Mizpe Ramon,36
07/06/2016,Nazareth,30
07/06/2016,Qazrin,32
07/06/2016,Tel Aviv,31
07/06/2016,Tiberias,37
07/06/2016,Zefat,30
08/06/2016,Afula,37
08/06/2016,Ashdod,28
08/06/2016,Beer Sheva,38
08/06/2016,Bet Shean,41
08/06/2016,Elat,40
08/06/2016,En Gedi,40
08/06/2016,Haifa,30
08/06/2016,Jerusalem,34
08/06/2016,Lod,36
08/06/2016,Mizpe Ramon,39
08/06/2016,Nazareth,35
08/06/2016,Qazrin,36
08/06/2016,Tel Aviv,32
08/06/2016,Tiberias,40
08/06/2016,Zefat,34
09/06/2016,Afula,31
09/06/2016,Ashdod,28
09/06/2016,Beer Sheva,30
09/06/2016,Bet Shean,33
09/06/2016,Elat,38
09/06/2016,En Gedi,37
09/06/2016,Haifa,25
09/06/2016,Jerusalem,25
09/06/2016,Lod,28
09/06/2016,Mizpe Ramon,29
09/06/2016,Nazareth,26
09/06/2016,Qazrin,28
09/06/2016,Tel Aviv,27
09/06/2016,Tiberias,33
09/06/2016,Zefat,25
10/06/2016,Afula,31
10/06/2016,Ashdod,27
10/06/2016,Beer Sheva,30
10/06/2016,Bet Shean,34
10/06/2016,Elat,37
10/06/2016,En Gedi,36
10/06/2016,Haifa,25
10/06/2016,Jerusalem,25
10/06/2016,Lod,28
10/06/2016,Mizpe Ramon,28
10/06/2016,Nazareth,25
10/06/2016,Qazrin,28
10/06/2016,Tel Aviv,26
10/06/2016,Tiberias,33
10/06/2016,Zefat,26
11/06/2016,Afula,30
11/06/2016,Ashdod,26
11/06/2016,Beer Sheva,31
11/06/2016,Bet Shean,33
11/06/2016,Elat,38
11/06/2016,En Gedi,34
11/06/2016,Haifa,25
11/06/2016,Jerusalem,25
11/06/2016,Lod,28
11/06/2016,Mizpe Ramon,29
11/06/2016,Nazareth,25
11/06/2016,Qazrin,27
11/06/2016,Tel Aviv,26
11/06/2016,Tiberias,33
11/06/2016,Zefat,24
12/06/2016,Afula,31
12/06/2016,Ashdod,27
12/06/2016,Beer Sheva,34
12/06/2016,Bet Shean,35
12/06/2016,Elat,40
12/06/2016,En Gedi,34
12/06/2016,Haifa,26
12/06/2016,Jerusalem,29
12/06/2016,Lod,29
12/06/2016,Mizpe Ramon,33
12/06/2016,Nazareth,27
12/06/2016,Qazrin,31
12/06/2016,Tel Aviv,28
12/06/2016,Tiberias,35
12/06/2016,Zefat,26
13/06/2016,Afula,38
13/06/2016,Ashdod,28
13/06/2016,Beer Sheva,40
13/06/2016,Bet Shean,41
13/06/2016,Elat,42
13/06/2016,En Gedi,38
13/06/2016,Haifa,30
13/06/2016,Jerusalem,34
13/06/2016,Lod,35
13/06/2016,Mizpe Ramon,37
13/06/2016,Nazareth,35
13/06/2016,Qazrin,37
13/06/2016,Tel Aviv,31
13/06/2016,Tiberias,41
13/06/2016,Zefat,34
14/06/2016,Afula,38
14/06/2016,Ashdod,28
14/06/2016,Beer Sheva,40
14/06/2016,Bet Shean,42
14/06/2016,Elat,45
14/06/2016,En Gedi,40
14/06/2016,Haifa,34
14/06/2016,Jerusalem,36
14/06/2016,Lod,37
14/06/2016,Mizpe Ramon,39
14/06/2016,Nazareth,36
14/06/2016,Qazrin,39
14/06/2016,Tel Aviv,35
14/06/2016,Tiberias,40
14/06/2016,Zefat,35
15/06/2016,Afula,37
15/06/2016,Ashdod,30
15/06/2016,Beer Sheva,35
15/06/2016,Bet Shean,40
15/06/2016,Elat,44
15/06/2016,En Gedi,42
15/06/2016,Haifa,31
15/06/2016,Jerusalem,33
15/06/2016,Lod,35
15/06/2016,Mizpe Ramon,36
15/06/2016,Nazareth,32
15/06/2016,Qazrin,35
15/06/2016,Tel Aviv,33
15/06/2016,Tiberias,40
15/06/2016,Zefat,33
16/06/2016,Afula,32
16/06/2016,Ashdod,27
16/06/2016,Beer Sheva,32
16/06/2016,Bet Shean,34
16/06/2016,Elat,38
16/06/2016,En Gedi,36
16/06/2016,Haifa,26
16/06/2016,Jerusalem,27
16/06/2016,Lod,29
16/06/2016,Mizpe Ramon,30
16/06/2016,Nazareth,26
16/06/2016,Qazrin,29
16/06/2016,Tel Aviv,27
16/06/2016,Tiberias,35
16/06/2016,Zefat,27
17/06/2016,Afula,33
17/06/2016,Ashdod,28
17/06/2016,Beer Sheva,35
17/06/2016,Bet Shean,37
17/06/2016,Elat,38
17/06/2016,En Gedi,39
17/06/2016,Haifa,28
17/06/2016,Jerusalem,29
17/06/2016,Lod,30
17/06/2016,Mizpe Ramon,32
17/06/2016,Nazareth,29
17/06/2016,Qazrin,33
17/06/2016,Tel Aviv,27
17/06/2016,Tiberias,40
17/06/2016,Zefat,29
18/06/2016,Afula,36
18/06/2016,Ashdod,29
18/06/2016,Beer Sheva,36
18/06/2016,Bet Shean,40
18/06/2016,Elat,41
18/06/2016,En Gedi,40
18/06/2016,Haifa,30
18/06/2016,Jerusalem,33
18/06/2016,Lod,31
18/06/2016,Mizpe Ramon,34
18/06/2016,Nazareth,32
18/06/2016,Qazrin,36
18/06/2016,Tel Aviv,29
18/06/2016,Tiberias,40
18/06/2016,Zefat,32
19/06/2016,Afula,38
19/06/2016,Ashdod,29
19/06/2016,Beer Sheva,37
19/06/2016,Bet Shean,41
19/06/2016,Elat,42
19/06/2016,En Gedi,41
19/06/2016,Haifa,33
19/06/2016,Jerusalem,34
19/06/2016,Lod,34
19/06/2016,Mizpe Ramon,37
19/06/2016,Nazareth,34
19/06/2016,Qazrin,38
19/06/2016,Tel Aviv,30
19/06/2016,Tiberias,43
19/06/2016,Zefat,35
20/06/2016,Afula,40
20/06/2016,Ashdod,30
20/06/2016,Beer Sheva,40
20/06/2016,Bet Shean,43
20/06/2016,Elat,42
20/06/2016,En Gedi,42
20/06/2016,Haifa,32
20/06/2016,Jerusalem,35
20/06/2016,Lod,36
20/06/2016,Mizpe Ramon,37
20/06/2016,Nazareth,33
20/06/2016,Qazrin,39
20/06/2016,Tel Aviv,32
20/06/2016,Tiberias,42
20/06/2016,Zefat,36
21/06/2016,Afula,38
21/06/2016,Ashdod,30
21/06/2016,Beer Sheva,37
21/06/2016,Bet Shean,41
21/06/2016,Elat,44
21/06/2016,En Gedi,41
21/06/2016,Haifa,32
21/06/2016,Jerusalem,33
21/06/2016,Lod,35
21/06/2016,Mizpe Ramon,36
21/06/2016,Nazareth,33
21/06/2016,Qazrin,37
21/06/2016,Tel Aviv,31
21/06/2016,Tiberias,40
21/06/2016,Zefat,35
22/06/2016,Afula,38
22/06/2016,Ashdod,30
22/06/2016,Beer Sheva,37
22/06/2016,Bet Shean,41
22/06/2016,Elat,43
22/06/2016,En Gedi,40
22/06/2016,Haifa,32
22/06/2016,Jerusalem,33
22/06/2016,Lod,33
22/06/2016,Mizpe Ramon,35
22/06/2016,Nazareth,33
22/06/2016,Qazrin,38
22/06/2016,Tel Aviv,30
22/06/2016,Tiberias,40
22/06/2016,Zefat,35
23/06/2016,Afula,38
23/06/2016,Ashdod,30
23/06/2016,Beer Sheva,37
23/06/2016,Bet Shean,41
23/06/2016,Elat,44
23/06/2016,En Gedi,41
23/06/2016,Haifa,31
23/06/2016,Jerusalem,33
23/06/2016,Lod,33
23/06/2016,Mizpe Ramon,36
23/06/2016,Nazareth,32
23/06/2016,Qazrin,36
23/06/2016,Tel Aviv,30
23/06/2016,Tiberias,40
23/06/2016,Zefat,34
24/06/2016,Afula,37
24/06/2016,Ashdod,30
24/06/2016,Beer Sheva,37
24/06/2016,Bet Shean,41
24/06/2016,Elat,44
24/06/2016,En Gedi,41
24/06/2016,Haifa,31
24/06/2016,Jerusalem,33
24/06/2016,Lod,33
24/06/2016,Mizpe Ramon,35
24/06/2016,Nazareth,32
24/06/2016,Qazrin,36
24/06/2016,Tel Aviv,30
24/06/2016,Tiberias,40
24/06/2016,Zefat,35
25/06/2016,Afula,38
25/06/2016,Ashdod,30
25/06/2016,Beer Sheva,39
25/06/2016,Bet Shean,42
25/06/2016,Elat,44
25/06/2016,En Gedi,41
25/06/2016,Haifa,30
25/06/2016,Jerusalem,34
25/06/2016,Lod,34
25/06/2016,Mizpe Ramon,37
25/06/2016,Nazareth,32
25/06/2016,Qazrin,36
25/06/2016,Tel Aviv,31
25/06/2016,Tiberias,40
25/06/2016,Zefat,34
26/06/2016,Afula,38
26/06/2016,Ashdod,30
26/06/2016,Beer Sheva,36
26/06/2016,Bet Shean,41
26/06/2016,Elat,44
26/06/2016,En Gedi,41
26/06/2016,Haifa,31
26/06/2016,Jerusalem,33
26/06/2016,Lod,33
26/06/2016,Mizpe Ramon,35
26/06/2016,Nazareth,30
26/06/2016,Qazrin,38
26/06/2016,Tel Aviv,30
26/06/2016,Tiberias,42
26/06/2016,Zefat,34
27/06/2016,Afula,35
27/06/2016,Ashdod,30
27/06/2016,Beer Sheva,35
27/06/2016,Bet Shean,38
27/06/2016,Elat,41
27/06/2016,En Gedi,40
27/06/2016,Haifa,29
27/06/2016,Jerusalem,30
27/06/2016,Lod,32
27/06/2016,Mizpe Ramon,33
27/06/2016,Nazareth,29
27/06/2016,Qazrin,34
27/06/2016,Tel Aviv,29
27/06/2016,Tiberias,39
27/06/2016,Zefat,31
28/06/2016,Afula,34
28/06/2016,Ashdod,30
28/06/2016,Beer Sheva,32
28/06/2016,Bet Shean,35
28/06/2016,Elat,38
28/06/2016,En Gedi,39
28/06/2016,Haifa,28
28/06/2016,Jerusalem,27
28/06/2016,Lod,31
28/06/2016,Mizpe Ramon,30
28/06/2016,Nazareth,29
28/06/2016,Qazrin,31
28/06/2016,Tel Aviv,29
28/06/2016,Tiberias,36
28/06/2016,Zefat,28
29/06/2016,Afula,35
29/06/2016,Ashdod,30
29/06/2016,Beer Sheva,34
29/06/2016,Bet Shean,38
29/06/2016,Elat,41
29/06/2016,En Gedi,39
29/06/2016,Haifa,29
29/06/2016,Jerusalem,30
29/06/2016,Lod,32
29/06/2016,Mizpe Ramon,33
29/06/2016,Nazareth,30
29/06/2016,Qazrin,33
29/06/2016,Tel Aviv,29
29/06/2016,Tiberias,38
29/06/2016,Zefat,31
30/06/2016,Afula,35
30/06/2016,Ashdod,30
30/06/2016,Beer Sheva,35
30/06/2016,Bet Shean,38
30/06/2016,Elat,42
30/06/2016,En Gedi,39
30/06/2016,Haifa,29
30/06/2016,Jerusalem,30
30/06/2016,Lod,32
30/06/2016,Mizpe Ramon,34
30/06/2016,Nazareth,30
30/06/2016,Qazrin,34
30/06/2016,Tel Aviv,29
30/06/2016,Tiberias,39
30/06/2016,Zefat,31
01/07/2016,Afula,34
01/07/2016,Ashdod,30
01/07/2016,Beer Sheva,34
01/07/2016,Bet Shean,37
01/07/2016,Elat,41
01/07/2016,En Gedi,39
01/07/2016,Haifa,28
01/07/2016,Jerusalem,28
01/07/2016,Lod,31
01/07/2016,Mizpe Ramon,32
01/07/2016,Nazareth,29
01/07/2016,Qazrin,32
01/07/2016,Tel Aviv,29
01/07/2016,Tiberias,38
01/07/2016,Zefat,30
02/07/2016,Afula,35
02/07/2016,Ashdod,30
02/07/2016,Beer Sheva,35
02/07/2016,Bet Shean,37
02/07/2016,Elat,40
02/07/2016,En Gedi,39
02/07/2016,Haifa,28
02/07/2016,Jerusalem,29
02/07/2016,Lod,31
02/07/2016,Mizpe Ramon,33
02/07/2016,Nazareth,29
02/07/2016,Qazrin,33
02/07/2016,Tel Aviv,29
02/07/2016,Tiberias,37
02/07/2016,Zefat,30
03/07/2016,Afula,35
03/07/2016,Ashdod,30
03/07/2016,Beer Sheva,35
03/07/2016,Bet Shean,38
03/07/2016,Elat,41
03/07/2016,En Gedi,40
03/07/2016,Haifa,29
03/07/2016,Jerusalem,29
03/07/2016,Lod,32
03/07/2016,Mizpe Ramon,33
03/07/2016,Nazareth,30
03/07/2016,Qazrin,33
03/07/2016,Tel Aviv,30
03/07/2016,Tiberias,38
03/07/2016,Zefat,30
04/07/2016,Afula,35
04/07/2016,Ashdod,30
04/07/2016,Beer Sheva,35
04/07/2016,Bet Shean,38
04/07/2016,Elat,41
04/07/2016,En Gedi,41
04/07/2016,Haifa,29
04/07/2016,Jerusalem,29
04/07/2016,Lod,31
04/07/2016,Mizpe Ramon,34
04/07/2016,Nazareth,30
04/07/2016,Qazrin,33
04/07/2016,Tel Aviv,29
04/07/2016,Tiberias,38
04/07/2016,Zefat,31
05/07/2016,Afula,34
05/07/2016,Ashdod,31
05/07/2016,Beer Sheva,33
05/07/2016,Bet Shean,37
05/07/2016,Elat,38
05/07/2016,En Gedi,40
05/07/2016,Haifa,29
05/07/2016,Jerusalem,29
05/07/2016,Lod,31
05/07/2016,Mizpe Ramon,32
05/07/2016,Nazareth,29
05/07/2016,Qazrin,32
05/07/2016,Tel Aviv,29
05/07/2016,Tiberias,37
05/07/2016,Zefat,29
06/07/2016,Afula,36
06/07/2016,Ashdod,31
06/07/2016,Beer Sheva,36
06/07/2016,Bet Shean,38
06/07/2016,Elat,39
06/07/2016,En Gedi,41
06/07/2016,Haifa,30
06/07/2016,Jerusalem,30
06/07/2016,Lod,33
06/07/2016,Mizpe Ramon,33
06/07/2016,Nazareth,31
06/07/2016,Qazrin,34
06/07/2016,Tel Aviv,30
06/07/2016,Tiberias,39
06/07/2016,Zefat,30
07/07/2016,Afula,37
07/07/2016,Ashdod,31
07/07/2016,Beer Sheva,36
07/07/2016,Bet Shean,39
07/07/2016,Elat,40
07/07/2016,En Gedi,41
07/07/2016,Haifa,30
07/07/2016,Jerusalem,31
07/07/2016,Lod,34
07/07/2016,Mizpe Ramon,34
07/07/2016,Nazareth,32
07/07/2016,Qazrin,35
07/07/2016,Tel Aviv,31
07/07/2016,Tiberias,40
07/07/2016,Zefat,31
08/07/2016,Afula,35
08/07/2016,Ashdod,30
08/07/2016,Beer Sheva,35
08/07/2016,Bet Shean,38
08/07/2016,Elat,42
08/07/2016,En Gedi,40
08/07/2016,Haifa,29
08/07/2016,Jerusalem,29
08/07/2016,Lod,32
08/07/2016,Mizpe Ramon,33
08/07/2016,Nazareth,29
08/07/2016,Qazrin,33
08/07/2016,Tel Aviv,30
08/07/2016,Tiberias,38
08/07/2016,Zefat,30
09/07/2016,Afula,35
09/07/2016,Ashdod,30
09/07/2016,Beer Sheva,37
09/07/2016,Bet Shean,38
09/07/2016,Elat,42
09/07/2016,En Gedi,40
09/07/2016,Haifa,29
09/07/2016,Jerusalem,31
09/07/2016,Lod,33
09/07/2016,Mizpe Ramon,36
09/07/2016,Nazareth,29
09/07/2016,Qazrin,33
09/07/2016,Tel Aviv,29
09/07/2016,Tiberias,37
09/07/2016,Zefat,31
10/07/2016,Afula,36
10/07/2016,Ashdod,31
10/07/2016,Beer Sheva,36
10/07/2016,Bet Shean,39
10/07/2016,Elat,43
10/07/2016,En Gedi,41
10/07/2016,Haifa,29
10/07/2016,Jerusalem,31
10/07/2016,Lod,32
10/07/2016,Mizpe Ramon,34
10/07/2016,Nazareth,30
10/07/2016,Qazrin,34
10/07/2016,Tel Aviv,30
10/07/2016,Tiberias,40
10/07/2016,Zefat,31
11/07/2016,Afula,36
11/07/2016,Ashdod,30
11/07/2016,Beer Sheva,36
11/07/2016,Bet Shean,39
11/07/2016,Elat,42
11/07/2016,En Gedi,40
11/07/2016,Haifa,29
11/07/2016,Jerusalem,30
11/07/2016,Lod,33
11/07/2016,Mizpe Ramon,34
11/07/2016,Nazareth,30
11/07/2016,Qazrin,34
11/07/2016,Tel Aviv,30
11/07/2016,Tiberias,39
11/07/2016,Zefat,31
12/07/2016,Afula,36
12/07/2016,Ashdod,30
12/07/2016,Beer Sheva,37
12/07/2016,Bet Shean,40
12/07/2016,Elat,43
12/07/2016,En Gedi,40
12/07/2016,Haifa,31
12/07/2016,Jerusalem,32
12/07/2016,Lod,33
12/07/2016,Mizpe Ramon,36
12/07/2016,Nazareth,31
12/07/2016,Qazrin,35
12/07/2016,Tel Aviv,30
12/07/2016,Tiberias,40
12/07/2016,Zefat,33
13/07/2016,Afula,38
13/07/2016,Ashdod,30
13/07/2016,Beer Sheva,38
13/07/2016,Bet Shean,40
13/07/2016,Elat,43
13/07/2016,En Gedi,40
13/07/2016,Haifa,31
13/07/2016,Jerusalem,32
13/07/2016,Lod,33
13/07/2016,Mizpe Ramon,36
13/07/2016,Nazareth,31
13/07/2016,Qazrin,36
13/07/2016,Tel Aviv,30
13/07/2016,Tiberias,42
13/07/2016,Zefat,34
14/07/2016,Afula,36
14/07/2016,Ashdod,30
14/07/2016,Beer Sheva,35
14/07/2016,Bet Shean,39
14/07/2016,Elat,42
14/07/2016,En Gedi,40
14/07/2016,Haifa,30
14/07/2016,Jerusalem,31
14/07/2016,Lod,33
14/07/2016,Mizpe Ramon,34
14/07/2016,Nazareth,30
14/07/2016,Qazrin,34
14/07/2016,Tel Aviv,30
14/07/2016,Tiberias,38
14/07/2016,Zefat,33
15/07/2016,Afula,37
15/07/2016,Ashdod,30
15/07/2016,Beer Sheva,38
15/07/2016,Bet Shean,40
15/07/2016,Elat,42
15/07/2016,En Gedi,41
15/07/2016,Haifa,30
15/07/2016,Jerusalem,33
15/07/2016,Lod,33
15/07/2016,Mizpe Ramon,36
15/07/2016,Nazareth,31
15/07/2016,Qazrin,36
15/07/2016,Tel Aviv,30
15/07/2016,Tiberias,39
15/07/2016,Zefat,33
16/07/2016,Afula,36
16/07/2016,Ashdod,30
16/07/2016,Beer Sheva,35
16/07/2016,Bet Shean,39
16/07/2016,Elat,43
16/07/2016,En Gedi,42
16/07/2016,Haifa,29
16/07/2016,Jerusalem,32
16/07/2016,Lod,33
16/07/2016,Mizpe Ramon,34
16/07/2016,Nazareth,30
16/07/2016,Qazrin,34
16/07/2016,Tel Aviv,30
16/07/2016,Tiberias,39
16/07/2016,Zefat,32
17/07/2016,Afula,35
17/07/2016,Ashdod,31
17/07/2016,Beer Sheva,33
17/07/2016,Bet Shean,38
17/07/2016,Elat,41
17/07/2016,En Gedi,40
17/07/2016,Haifa,29
17/07/2016,Jerusalem,30
17/07/2016,Lod,32
17/07/2016,Mizpe Ramon,32
17/07/2016,Nazareth,30
17/07/2016,Qazrin,34
17/07/2016,Tel Aviv,30
17/07/2016,Tiberias,38
17/07/2016,Zefat,32
18/07/2016,Afula,34
18/07/2016,Ashdod,30
18/07/2016,Beer Sheva,33
18/07/2016,Bet Shean,37
18/07/2016,Elat,40
18/07/2016,En Gedi,39
18/07/2016,Haifa,29
18/07/2016,Jerusalem,29
