Time,Basis date,Validity date,City,Persist. value,EC,CO,C3,OH
1,03-05-16,03-05-16,Bet Shean,17,20,23,23,25
2,02-05-16,03-05-16,Bet Shean,17,21,24,23,24
1,03-05-16,03-05-16,Elat,25,22,25,25,26
2,02-05-16,03-05-16,Elat,25,23,25,24,26
1,03-05-16,03-05-16,En Gedi,25,26,25,26,27
2,02-05-16,03-05-16,En Gedi,25,25,26,25,28
1,03-05-16,03-05-16,Haifa,18,18,20,20,21
2,02-05-16,03-05-16,Haifa,18,19,21,19,21
1,03-05-16,03-05-16,Jerusalem,18,17,19,16,19
2,02-05-16,03-05-16,Jerusalem,18,17,18,15,18
1,03-05-16,03-05-16,Lod,19,17,21,20,21
2,02-05-16,03-05-16,Lod,19,19,20,21,21
1,03-05-16,03-05-16,Mizpe Ramon,19,23,18,17,19
2,02-05-16,03-05-16,Mizpe Ramon,19,24,18,15,20
1,03-05-16,03-05-16,Nazareth,17,17,20,20,21
2,02-05-16,03-05-16,Nazareth,17,17,20,19,19
1,03-05-16,03-05-16,Qazrin,15,20,20,19,20
2,02-05-16,03-05-16,Qazrin,15,18,20,19,19
1,03-05-16,03-05-16,Tel Aviv,18,19,21,20,21
2,02-05-16,03-05-16,Tel Aviv,18,20,21,21,21
1,03-05-16,03-05-16,Tiberias,20,21,24,25,21
2,02-05-16,03-05-16,Tiberias,20,21,24,23,22
1,03-05-16,03-05-16,Zefat,16,18,20,16,21
2,02-05-16,03-05-16,Zefat,16,18,20,15,21
1,04-05-16,04-05-16,Afula,20,15,15,15,16
2,03-05-16,04-05-16,Afula,20,16,16,16,16
1,04-05-16,04-05-16,Ashdod,21,18,17,19,18
2,03-05-16,04-05-16,Ashdod,21,18,17,19,19
1,04-05-16,04-05-16,Beer Sheva,19,14,17,18,17
2,03-05-16,04-05-16,Beer Sheva,19,14,16,17,16
1,04-05-16,04-05-16,Bet Shean,21,17,18,18,19
2,03-05-16,04-05-16,Bet Shean,21,17,18,18,19
1,04-05-16,04-05-16,Elat,25,20,22,22,21
2,03-05-16,04-05-16,Elat,25,20,23,21,21
1,04-05-16,04-05-16,En Gedi,27,22,22,22,23
2,03-05-16,04-05-16,En Gedi,27,22,22,22,23
1,04-05-16,04-05-16,Haifa,19,16,16,17,18
2,03-05-16,04-05-16,Haifa,19,16,17,17,19
1,04-05-16,04-05-16,Jerusalem,15,14,15,13,14
2,03-05-16,04-05-16,Jerusalem,15,13,14,13,14
1,04-05-16,04-05-16,Lod,14,15,16,17,16
2,03-05-16,04-05-16,Lod,14,16,16,17,16
1,04-05-16,04-05-16,Mizpe Ramon,15,20,15,15,16
2,03-05-16,04-05-16,Mizpe Ramon,15,20,15,14,16
1,04-05-16,04-05-16,Nazareth,17,15,15,15,15
2,03-05-16,04-05-16,Nazareth,17,14,16,15,15
1,04-05-16,04-05-16,Qazrin,19,15,14,13,15
2,03-05-16,04-05-16,Qazrin,19,14,14,15,13
1,04-05-16,04-05-16,Tel Aviv,20,16,16,16,20
2,03-05-16,04-05-16,Tel Aviv,20,17,16,16,16
1,04-05-16,04-05-16,Tiberias,24,18,18,16,15
2,03-05-16,04-05-16,Tiberias,24,19,19,19,15
1,04-05-16,04-05-16,Zefat,14,15,14,12,15
2,03-05-16,04-05-16,Zefat,14,15,15,12,15
1,05-05-16,05-05-16,Afula,14,15,18,17,15
2,04-05-16,05-05-16,Afula,14,15,18,17,17
1,05-05-16,05-05-16,Ashdod,18,19,20,21,20
2,04-05-16,05-05-16,Ashdod,18,19,18,19,18
1,05-05-16,05-05-16,Beer Sheva,14,14,18,16,16
2,04-05-16,05-05-16,Beer Sheva,14,14,17,15,16
1,05-05-16,05-05-16,Bet Shean,16,15,19,20,18
2,04-05-16,05-05-16,Bet Shean,16,16,19,19,19
1,05-05-16,05-05-16,Elat,22,20,22,21,20
2,04-05-16,05-05-16,Elat,22,19,22,21,20
1,05-05-16,05-05-16,En Gedi,22,22,23,23,22
2,04-05-16,05-05-16,En Gedi,22,22,23,21,22
1,05-05-16,05-05-16,Haifa,17,17,18,18,18
2,04-05-16,05-05-16,Haifa,17,17,18,18,18
1,05-05-16,05-05-16,Jerusalem,13,14,17,14,15
2,04-05-16,05-05-16,Jerusalem,13,15,16,14,15
1,05-05-16,05-05-16,Lod,17,14,18,16,15
2,04-05-16,05-05-16,Lod,17,15,18,17,17
1,05-05-16,05-05-16,Mizpe Ramon,13,15,17,14,16
2,04-05-16,05-05-16,Mizpe Ramon,13,15,17,14,16
1,05-05-16,05-05-16,Nazareth,15,14,17,17,15
2,04-05-16,05-05-16,Nazareth,15,14,17,16,15
1,05-05-16,05-05-16,Qazrin,15,15,17,17,13
2,04-05-16,05-05-16,Qazrin,15,14,16,16,13
1,05-05-16,05-05-16,Tel Aviv,18,16,18,17,20
2,04-05-16,05-05-16,Tel Aviv,18,16,17,17,17
1,05-05-16,05-05-16,Tiberias,18,19,20,21,15
2,04-05-16,05-05-16,Tiberias,18,19,19,19,15
1,05-05-16,05-05-16,Zefat,11,15,17,15,15
2,04-05-16,05-05-16,Zefat,11,14,16,14,15
1,06-05-16,06-05-16,Afula,13,15,16,16,15
2,05-05-16,06-05-16,Afula,13,15,15,16,15
1,06-05-16,06-05-16,Ashdod,19,18,19,18,18
2,05-05-16,06-05-16,Ashdod,19,18,18,18,18
1,06-05-16,06-05-16,Beer Sheva,16,15,16,16,16
2,05-05-16,06-05-16,Beer Sheva,16,15,16,16,16
1,06-05-16,06-05-16,Bet Shean,17,16,19,19,18
2,05-05-16,06-05-16,Bet Shean,17,16,18,18,18
1,06-05-16,06-05-16,Elat,22,19,20,19,20
2,05-05-16,06-05-16,Elat,22,20,19,20,20
1,06-05-16,06-05-16,En Gedi,22,22,21,21,22
2,05-05-16,06-05-16,En Gedi,22,22,21,21,22
1,06-05-16,06-05-16,Haifa,16,16,17,17,18
2,05-05-16,06-05-16,Haifa,16,15,16,17,15
1,06-05-16,06-05-16,Jerusalem,13,13,13,12,14
2,05-05-16,06-05-16,Jerusalem,13,13,13,12,13
1,06-05-16,06-05-16,Lod,16,16,17,16,16
2,05-05-16,06-05-16,Lod,16,15,16,16,16
1,06-05-16,06-05-16,Mizpe Ramon,13,14,14,14,14
2,05-05-16,06-05-16,Mizpe Ramon,13,14,13,13,15
1,06-05-16,06-05-16,Nazareth,15,15,15,15,14
2,05-05-16,06-05-16,Nazareth,15,14,14,15,14
1,06-05-16,06-05-16,Qazrin,13,12,14,13,13
2,05-05-16,06-05-16,Qazrin,13,13,14,12,11
1,06-05-16,06-05-16,Tel Aviv,17,17,17,16,20
2,05-05-16,06-05-16,Tel Aviv,17,16,16,16,16
1,06-05-16,06-05-16,Tiberias,19,18,18,17,14
2,05-05-16,06-05-16,Tiberias,19,17,18,18,14
1,06-05-16,06-05-16,Zefat,12,14,14,11,13
2,05-05-16,06-05-16,Zefat,12,13,13,11,13
1,07-05-16,07-05-16,Afula,16,13,15,15,14
2,06-05-16,07-05-16,Afula,16,13,15,14,14
1,07-05-16,07-05-16,Ashdod,19,18,17,18,17
2,06-05-16,07-05-16,Ashdod,19,17,17,18,17
1,07-05-16,07-05-16,Beer Sheva,16,12,16,15,15
2,06-05-16,07-05-16,Beer Sheva,16,12,15,15,15
1,07-05-16,07-05-16,Bet Shean,17,14,17,16,18
2,06-05-16,07-05-16,Bet Shean,17,14,17,16,17
1,07-05-16,07-05-16,Elat,21,18,19,19,20
2,06-05-16,07-05-16,Elat,21,19,19,19,19
1,07-05-16,07-05-16,En Gedi,23,20,21,20,21
2,06-05-16,07-05-16,En Gedi,23,21,21,20,21
1,07-05-16,07-05-16,Haifa,16,16,16,17,17
2,06-05-16,07-05-16,Haifa,16,16,15,16,17
1,07-05-16,07-05-16,Jerusalem,12,11,14,12,13
2,06-05-16,07-05-16,Jerusalem,12,12,13,11,12
1,07-05-16,07-05-16,Lod,18,13,16,15,15
2,06-05-16,07-05-16,Lod,18,13,15,15,14
1,07-05-16,07-05-16,Mizpe Ramon,13,16,14,13,14
2,06-05-16,07-05-16,Mizpe Ramon,13,15,13,12,13
1,07-05-16,07-05-16,Nazareth,15,12,14,14,13
2,06-05-16,07-05-16,Nazareth,15,11,13,13,12
1,07-05-16,07-05-16,Qazrin,13,12,14,12,12
2,06-05-16,07-05-16,Qazrin,13,11,14,12,13
1,07-05-16,07-05-16,Tel Aviv,18,14,15,15,15
2,06-05-16,07-05-16,Tel Aviv,18,13,15,14,14
1,07-05-16,07-05-16,Tiberias,19,18,17,16,13
2,06-05-16,07-05-16,Tiberias,19,18,17,18,13
1,07-05-16,07-05-16,Zefat,10,12,14,11,12
2,06-05-16,07-05-16,Zefat,10,11,13,11,12
1,08-05-16,08-05-16,Afula,11,12,15,14,14
2,07-05-16,08-05-16,Afula,11,12,15,14,13
1,08-05-16,08-05-16,Ashdod,16,18,17,18,16
2,07-05-16,08-05-16,Ashdod,16,18,17,17,16
1,08-05-16,08-05-16,Beer Sheva,12,13,17,17,14
2,07-05-16,08-05-16,Beer Sheva,12,13,16,17,14
1,08-05-16,08-05-16,Bet Shean,14,14,17,16,17
2,07-05-16,08-05-16,Bet Shean,14,14,17,16,17
1,08-05-16,08-05-16,Elat,20,21,21,21,20
2,07-05-16,08-05-16,Elat,20,21,21,20,20
1,08-05-16,08-05-16,En Gedi,21,23,22,21,22
2,07-05-16,08-05-16,En Gedi,21,23,23,20,22
1,08-05-16,08-05-16,Haifa,15,16,16,15,18
2,07-05-16,08-05-16,Haifa,15,16,16,15,17
1,08-05-16,08-05-16,Jerusalem,12,13,16,14,14
2,07-05-16,08-05-16,Jerusalem,12,14,16,15,14
1,08-05-16,08-05-16,Lod,15,13,16,16,13
2,07-05-16,08-05-16,Lod,15,13,15,15,13
1,08-05-16,08-05-16,Mizpe Ramon,11,19,17,17,15
2,07-05-16,08-05-16,Mizpe Ramon,11,20,16,17,15
1,08-05-16,08-05-16,Nazareth,14,11,15,14,14
2,07-05-16,08-05-16,Nazareth,14,12,14,14,13
1,08-05-16,08-05-16,Qazrin,11,14,14,14,14
2,07-05-16,08-05-16,Qazrin,11,12,14,15,13
1,08-05-16,08-05-16,Tel Aviv,15,13,16,15,13
2,07-05-16,08-05-16,Tel Aviv,15,13,15,15,13
1,08-05-16,08-05-16,Tiberias,17,18,18,20,14
2,07-05-16,08-05-16,Tiberias,17,18,18,18,14
1,08-05-16,08-05-16,Zefat,10,13,14,13,14
2,07-05-16,08-05-16,Zefat,10,12,14,13,14
1,09-05-16,09-05-16,Afula,12,13,14,16,15
2,08-05-16,09-05-16,Afula,12,13,15,15,15
1,09-05-16,09-05-16,Ashdod,17,18,18,20,20
2,08-05-16,09-05-16,Ashdod,17,18,17,19,17
1,09-05-16,09-05-16,Beer Sheva,14,13,15,18,17
2,08-05-16,09-05-16,Beer Sheva,14,15,17,17,17
1,09-05-16,09-05-16,Bet Shean,14,16,18,21,19
2,08-05-16,09-05-16,Bet Shean,14,16,18,19,19
1,09-05-16,09-05-16,Elat,21,23,23,21,23
2,08-05-16,09-05-16,Elat,21,23,24,21,25
1,09-05-16,09-05-16,En Gedi,23,24,23,25,23
2,08-05-16,09-05-16,En Gedi,23,24,23,23,23
1,09-05-16,09-05-16,Haifa,16,17,16,17,18
2,08-05-16,09-05-16,Haifa,16,17,16,16,18
1,09-05-16,09-05-16,Jerusalem,15,15,17,21,18
2,08-05-16,09-05-16,Jerusalem,15,16,18,20,17
1,09-05-16,09-05-16,Lod,14,15,16,17,17
2,08-05-16,09-05-16,Lod,14,14,15,15,17
1,09-05-16,09-05-16,Mizpe Ramon,14,20,19,20,19
2,08-05-16,09-05-16,Mizpe Ramon,14,21,19,19,19
1,09-05-16,09-05-16,Nazareth,15,13,15,17,16
2,08-05-16,09-05-16,Nazareth,15,14,16,17,15
1,09-05-16,09-05-16,Qazrin,11,15,15,19,16
2,08-05-16,09-05-16,Qazrin,11,14,16,17,14
1,09-05-16,09-05-16,Tel Aviv,14,15,16,17,20
2,08-05-16,09-05-16,Tel Aviv,14,16,15,15,17
1,09-05-16,09-05-16,Tiberias,17,20,18,22,16
2,08-05-16,09-05-16,Tiberias,17,20,18,20,16
1,09-05-16,09-05-16,Zefat,12,14,15,17,16
2,08-05-16,09-05-16,Zefat,12,14,15,16,16
1,10-05-16,10-05-16,Afula,12,15,16,17,15
2,09-05-16,10-05-16,Afula,12,15,16,16,16
1,10-05-16,10-05-16,Ashdod,18,19,19,18,18
2,09-05-16,10-05-16,Ashdod,18,19,18,17,19
1,10-05-16,10-05-16,Beer Sheva,14,14,16,16,15
2,09-05-16,10-05-16,Beer Sheva,14,15,17,13,16
1,10-05-16,10-05-16,Bet Shean,16,16,19,19,19
2,09-05-16,10-05-16,Bet Shean,16,16,19,16,19
1,10-05-16,10-05-16,Elat,24,19,21,19,21
2,09-05-16,10-05-16,Elat,24,19,21,19,21
1,10-05-16,10-05-16,En Gedi,23,23,22,22,23
2,09-05-16,10-05-16,En Gedi,23,23,22,21,24
1,10-05-16,10-05-16,Haifa,17,17,16,16,18
2,09-05-16,10-05-16,Haifa,17,17,16,16,18
1,10-05-16,10-05-16,Jerusalem,18,14,15,11,15
2,09-05-16,10-05-16,Jerusalem,18,14,15,13,15
1,10-05-16,10-05-16,Lod,15,15,16,17,16
2,09-05-16,10-05-16,Lod,15,16,16,14,16
1,10-05-16,10-05-16,Mizpe Ramon,17,19,15,13,16
2,09-05-16,10-05-16,Mizpe Ramon,17,19,14,13,16
1,10-05-16,10-05-16,Nazareth,17,15,15,16,14
2,09-05-16,10-05-16,Nazareth,17,15,16,15,14
1,10-05-16,10-05-16,Qazrin,14,14,15,13,15
2,09-05-16,10-05-16,Qazrin,14,15,16,13,15
1,10-05-16,10-05-16,Tel Aviv,14,16,16,17,18
2,09-05-16,10-05-16,Tel Aviv,14,17,16,14,16
1,10-05-16,10-05-16,Tiberias,17,19,19,19,16
2,09-05-16,10-05-16,Tiberias,17,19,19,18,16
1,10-05-16,10-05-16,Zefat,14,14,15,14,14
2,09-05-16,10-05-16,Zefat,14,14,16,13,15
1,11-05-16,11-05-16,Afula,12,15,17,16,16
2,10-05-16,11-05-16,Afula,12,15,16,16,16
1,11-05-16,11-05-16,Ashdod,18,18,19,17,18
2,10-05-16,11-05-16,Ashdod,18,18,18,17,18
1,11-05-16,11-05-16,Beer Sheva,17,13,15,15,15
2,10-05-16,11-05-16,Beer Sheva,17,13,15,13,15
1,11-05-16,11-05-16,Bet Shean,15,16,19,17,19
2,10-05-16,11-05-16,Bet Shean,15,16,19,17,19
1,11-05-16,11-05-16,Elat,21,20,21,20,21
2,10-05-16,11-05-16,Elat,21,20,22,21,21
1,11-05-16,11-05-16,En Gedi,22,24,22,22,23
2,10-05-16,11-05-16,En Gedi,22,24,23,21,23
1,11-05-16,11-05-16,Haifa,17,17,17,17,18
2,10-05-16,11-05-16,Haifa,17,17,16,17,18
1,11-05-16,11-05-16,Jerusalem,12,15,16,14,16
2,10-05-16,11-05-16,Jerusalem,12,15,17,14,16
1,11-05-16,11-05-16,Lod,16,15,17,16,16
2,10-05-16,11-05-16,Lod,16,15,17,15,15
1,11-05-16,11-05-16,Mizpe Ramon,13,18,15,15,16
2,10-05-16,11-05-16,Mizpe Ramon,13,18,16,15,16
1,11-05-16,11-05-16,Nazareth,15,15,17,16,17
2,10-05-16,11-05-16,Nazareth,15,15,17,16,14
1,11-05-16,11-05-16,Qazrin,13,13,15,14,15
2,10-05-16,11-05-16,Qazrin,13,14,16,13,13
1,11-05-16,11-05-16,Tel Aviv,17,16,17,15,16
2,10-05-16,11-05-16,Tel Aviv,17,15,17,15,15
1,11-05-16,11-05-16,Tiberias,19,19,19,20,17
2,10-05-16,11-05-16,Tiberias,19,18,19,18,17
1,11-05-16,11-05-16,Zefat,12,15,16,16,15
2,10-05-16,11-05-16,Zefat,12,15,17,15,15
1,12-05-16,12-05-16,Afula,12,15,17,16,16
2,11-05-16,12-05-16,Afula,12,14,17,16,16
1,12-05-16,12-05-16,Ashdod,16,19,18,18,18
2,11-05-16,12-05-16,Ashdod,16,18,18,18,17
1,12-05-16,12-05-16,Beer Sheva,13,17,18,18,17
2,11-05-16,12-05-16,Beer Sheva,13,16,18,19,17
1,12-05-16,12-05-16,Bet Shean,14,16,20,18,20
2,11-05-16,12-05-16,Bet Shean,14,17,20,17,20
1,12-05-16,12-05-16,Elat,21,22,23,20,24
2,11-05-16,12-05-16,Elat,21,23,24,21,24
1,12-05-16,12-05-16,En Gedi,21,26,24,25,24
2,11-05-16,12-05-16,En Gedi,21,26,25,22,24
1,12-05-16,12-05-16,Haifa,17,17,18,18,18
2,11-05-16,12-05-16,Haifa,17,17,18,16,17
1,12-05-16,12-05-16,Jerusalem,16,17,20,18,19
2,11-05-16,12-05-16,Jerusalem,16,17,20,18,19
1,12-05-16,12-05-16,Lod,16,17,18,19,18
2,11-05-16,12-05-16,Lod,16,17,18,16,15
1,12-05-16,12-05-16,Mizpe Ramon,13,22,19,18,19
2,11-05-16,12-05-16,Mizpe Ramon,13,22,19,18,19
1,12-05-16,12-05-16,Nazareth,16,15,18,15,18
2,11-05-16,12-05-16,Nazareth,16,14,18,15,18
1,12-05-16,12-05-16,Qazrin,12,15,18,16,17
2,11-05-16,12-05-16,Qazrin,12,15,18,17,16
1,12-05-16,12-05-16,Tel Aviv,15,14,18,17,18
2,11-05-16,12-05-16,Tel Aviv,15,15,17,16,15
1,12-05-16,12-05-16,Tiberias,19,20,20,21,18
2,11-05-16,12-05-16,Tiberias,19,19,20,20,18
1,12-05-16,12-05-16,Zefat,14,15,18,18,17
2,11-05-16,12-05-16,Zefat,14,16,18,19,17
1,13-05-16,13-05-16,Afula,12,20,22,21,20
2,12-05-16,13-05-16,Afula,12,21,23,21,20
1,13-05-16,13-05-16,Ashdod,17,21,22,24,21
2,12-05-16,13-05-16,Ashdod,17,22,24,24,21
1,13-05-16,13-05-16,Beer Sheva,14,22,24,26,22
2,12-05-16,13-05-16,Beer Sheva,14,23,26,25,22
1,13-05-16,13-05-16,Bet Shean,15,21,24,24,24
2,12-05-16,13-05-16,Bet Shean,15,21,24,23,24
1,13-05-16,13-05-16,Elat,24,27,27,25,25
2,12-05-16,13-05-16,Elat,24,26,27,24,28
1,13-05-16,13-05-16,En Gedi,23,28,28,29,27
2,12-05-16,13-05-16,En Gedi,23,29,27,27,27
1,13-05-16,13-05-16,Haifa,17,22,22,24,21
2,12-05-16,13-05-16,Haifa,17,22,23,22,21
1,13-05-16,13-05-16,Jerusalem,18,23,24,24,23
2,12-05-16,13-05-16,Jerusalem,18,23,24,23,22
1,13-05-16,13-05-16,Lod,17,23,23,24,23
2,12-05-16,13-05-16,Lod,17,23,24,24,20
1,13-05-16,13-05-16,Mizpe Ramon,15,25,24,24,23
2,12-05-16,13-05-16,Mizpe Ramon,15,25,23,24,23
1,13-05-16,13-05-16,Nazareth,17,20,22,22,22
2,12-05-16,13-05-16,Nazareth,17,20,22,22,22
1,13-05-16,13-05-16,Qazrin,13,20,22,22,21
2,12-05-16,13-05-16,Qazrin,13,19,22,22,21
1,13-05-16,13-05-16,Tel Aviv,16,19,22,23,20
2,12-05-16,13-05-16,Tel Aviv,16,19,23,23,20
1,13-05-16,13-05-16,Tiberias,19,23,24,23,22
2,12-05-16,13-05-16,Tiberias,19,22,24,23,22
1,13-05-16,13-05-16,Zefat,17,20,22,22,21
2,12-05-16,13-05-16,Zefat,17,20,21,21,21
1,14-05-16,14-05-16,Afula,17,23,25,24,24
2,13-05-16,14-05-16,Afula,17,21,26,24,25
1,14-05-16,14-05-16,Ashdod,23,24,24,25,23
2,13-05-16,14-05-16,Ashdod,23,23,25,26,23
1,14-05-16,14-05-16,Beer Sheva,21,26,28,30,26
2,13-05-16,14-05-16,Beer Sheva,21,25,29,29,26
1,14-05-16,14-05-16,Bet Shean,20,24,27,27,27
2,13-05-16,14-05-16,Bet Shean,20,23,28,28,27
1,14-05-16,14-05-16,Elat,25,27,30,31,29
2,13-05-16,14-05-16,Elat,25,28,30,30,31
1,14-05-16,14-05-16,En Gedi,26,29,31,32,31
2,13-05-16,14-05-16,En Gedi,26,30,31,32,31
1,14-05-16,14-05-16,Haifa,22,23,23,25,24
2,13-05-16,14-05-16,Haifa,22,23,25,27,24
1,14-05-16,14-05-16,Jerusalem,23,25,27,26,25
2,13-05-16,14-05-16,Jerusalem,23,25,26,26,26
1,14-05-16,14-05-16,Lod,21,27,25,28,24
2,13-05-16,14-05-16,Lod,21,25,26,27,24
1,14-05-16,14-05-16,Mizpe Ramon,21,27,27,26,28
2,13-05-16,14-05-16,Mizpe Ramon,21,28,28,26,27
1,14-05-16,14-05-16,Nazareth,22,22,25,25,25
2,13-05-16,14-05-16,Nazareth,22,23,27,27,25
1,14-05-16,14-05-16,Qazrin,20,20,25,25,22
2,13-05-16,14-05-16,Qazrin,20,22,26,26,24
1,14-05-16,14-05-16,Tel Aviv,21,22,23,25,24
2,13-05-16,14-05-16,Tel Aviv,21,22,24,26,24
1,14-05-16,14-05-16,Tiberias,22,23,26,27,25
2,13-05-16,14-05-16,Tiberias,22,24,27,26,25
1,14-05-16,14-05-16,Zefat,21,23,25,25,24
2,13-05-16,14-05-16,Zefat,21,24,26,26,24
1,15-05-16,15-05-16,Afula,19,24,30,27,27
2,14-05-16,15-05-16,Afula,19,24,30,27,27
1,15-05-16,15-05-16,Ashdod,24,23,26,25,25
2,14-05-16,15-05-16,Ashdod,24,23,26,25,25
1,15-05-16,15-05-16,Beer Sheva,24,24,31,25,29
2,14-05-16,15-05-16,Beer Sheva,24,24,30,29,29
1,15-05-16,15-05-16,Bet Shean,22,25,31,30,30
2,14-05-16,15-05-16,Bet Shean,22,26,31,29,30
1,15-05-16,15-05-16,Elat,30,28,31,27,32
2,14-05-16,15-05-16,Elat,30,29,31,28,33
1,15-05-16,15-05-16,En Gedi,29,30,31,32,33
2,14-05-16,15-05-16,En Gedi,29,30,31,33,33
1,15-05-16,15-05-16,Haifa,26,22,29,25,25
2,14-05-16,15-05-16,Haifa,26,23,30,24,26
1,15-05-16,15-05-16,Jerusalem,26,28,30,25,29
2,14-05-16,15-05-16,Jerusalem,26,29,30,25,29
1,15-05-16,15-05-16,Lod,23,25,31,27,27
2,14-05-16,15-05-16,Lod,23,25,30,28,27
1,15-05-16,15-05-16,Mizpe Ramon,27,24,28,25,29
2,14-05-16,15-05-16,Mizpe Ramon,27,25,28,26,30
1,15-05-16,15-05-16,Nazareth,27,22,30,28,28
2,14-05-16,15-05-16,Nazareth,27,25,29,28,28
1,15-05-16,15-05-16,Qazrin,23,26,29,27,24
2,14-05-16,15-05-16,Qazrin,23,26,29,27,26
1,15-05-16,15-05-16,Tel Aviv,23,21,29,26,27
2,14-05-16,15-05-16,Tel Aviv,23,21,28,27,27
1,15-05-16,15-05-16,Tiberias,25,26,31,30,28
2,14-05-16,15-05-16,Tiberias,25,27,30,28,28
1,15-05-16,15-05-16,Zefat,25,25,29,25,29
2,14-05-16,15-05-16,Zefat,25,26,28,26,28
1,16-05-16,16-05-16,Afula,21,21,24,23,22
2,15-05-16,16-05-16,Afula,21,22,25,22,24
1,16-05-16,16-05-16,Ashdod,24,22,22,23,22
2,15-05-16,16-05-16,Ashdod,24,23,22,23,23
1,16-05-16,16-05-16,Beer Sheva,23,19,20,21,21
2,15-05-16,16-05-16,Beer Sheva,23,20,20,20,22
1,16-05-16,16-05-16,Bet Shean,25,24,27,26,27
2,15-05-16,16-05-16,Bet Shean,25,24,28,26,29
1,16-05-16,16-05-16,Elat,27,23,29,27,28
2,15-05-16,16-05-16,Elat,27,25,29,26,30
1,16-05-16,16-05-16,En Gedi,31,29,29,27,26
2,15-05-16,16-05-16,En Gedi,31,29,29,30,32
1,16-05-16,16-05-16,Haifa,23,21,23,22,22
2,15-05-16,16-05-16,Haifa,23,22,23,21,25
1,16-05-16,16-05-16,Jerusalem,29,18,23,18,22
2,15-05-16,16-05-16,Jerusalem,29,24,25,18,26
1,16-05-16,16-05-16,Lod,23,20,21,21,20
2,15-05-16,16-05-16,Lod,23,21,21,21,22
1,16-05-16,16-05-16,Mizpe Ramon,25,25,21,17,23
2,15-05-16,16-05-16,Mizpe Ramon,25,25,22,18,26
1,16-05-16,16-05-16,Nazareth,27,21,23,24,25
2,15-05-16,16-05-16,Nazareth,27,23,25,25,26
1,16-05-16,16-05-16,Qazrin,26,22,25,23,24
2,15-05-16,16-05-16,Qazrin,26,23,26,22,25
1,16-05-16,16-05-16,Tel Aviv,23,20,21,21,20
2,15-05-16,16-05-16,Tel Aviv,23,21,21,21,22
1,16-05-16,16-05-16,Tiberias,26,24,28,25,25
2,15-05-16,16-05-16,Tiberias,26,25,28,25,26
1,16-05-16,16-05-16,Zefat,26,22,25,21,24
2,15-05-16,16-05-16,Zefat,26,24,26,21,26
1,17-05-16,17-05-16,Afula,22,18,20,18,18
2,16-05-16,17-05-16,Afula,22,18,20,18,19
1,17-05-16,17-05-16,Ashdod,23,21,20,22,20
2,16-05-16,17-05-16,Ashdod,23,21,21,22,21
1,17-05-16,17-05-16,Beer Sheva,21,18,18,18,19
2,16-05-16,17-05-16,Beer Sheva,21,18,19,18,19
1,17-05-16,17-05-16,Bet Shean,25,20,21,22,22
2,16-05-16,17-05-16,Bet Shean,25,20,22,21,22
1,17-05-16,17-05-16,Elat,29,23,24,25,26
2,16-05-16,17-05-16,Elat,29,25,26,24,26
1,17-05-16,17-05-16,En Gedi,31,26,24,22,22
2,16-05-16,17-05-16,En Gedi,31,25,26,24,22
1,17-05-16,17-05-16,Haifa,22,20,20,19,20
2,16-05-16,17-05-16,Haifa,22,20,20,18,20
1,17-05-16,17-05-16,Jerusalem,21,18,19,15,20
2,16-05-16,17-05-16,Jerusalem,21,17,19,14,18
1,17-05-16,17-05-16,Lod,20,19,20,19,18
2,16-05-16,17-05-16,Lod,20,19,19,20,19
1,17-05-16,17-05-16,Mizpe Ramon,18,26,20,17,20
2,16-05-16,17-05-16,Mizpe Ramon,18,25,20,15,20
1,17-05-16,17-05-16,Nazareth,20,17,17,17,19
2,16-05-16,17-05-16,Nazareth,20,17,17,17,19
1,17-05-16,17-05-16,Qazrin,21,18,17,16,19
2,16-05-16,17-05-16,Qazrin,21,17,18,16,17
1,17-05-16,17-05-16,Tel Aviv,22,19,20,18,18
2,16-05-16,17-05-16,Tel Aviv,22,19,20,18,19
1,17-05-16,17-05-16,Tiberias,25,21,20,19,19
2,16-05-16,17-05-16,Tiberias,25,20,21,21,19
1,17-05-16,17-05-16,Zefat,22,18,17,14,18
2,16-05-16,17-05-16,Zefat,22,18,18,15,18
1,18-05-16,18-05-16,Afula,19,16,18,16,17
2,17-05-16,18-05-16,Afula,19,16,19,16,17
1,18-05-16,18-05-16,Ashdod,22,20,20,19,20
2,17-05-16,18-05-16,Ashdod,22,21,20,19,20
1,18-05-16,18-05-16,Beer Sheva,19,15,16,16,16
2,17-05-16,18-05-16,Beer Sheva,19,15,16,16,17
1,18-05-16,18-05-16,Bet Shean,21,18,20,20,20
2,17-05-16,18-05-16,Bet Shean,21,18,20,20,21
1,18-05-16,18-05-16,Elat,27,19,21,20,21
2,17-05-16,18-05-16,Elat,27,19,21,19,21
1,18-05-16,18-05-16,En Gedi,27,22,22,21,15
2,17-05-16,18-05-16,En Gedi,27,21,22,21,16
1,18-05-16,18-05-16,Haifa,18,19,20,18,20
2,17-05-16,18-05-16,Haifa,18,19,20,18,20
1,18-05-16,18-05-16,Jerusalem,15,15,13,13,14
2,17-05-16,18-05-16,Jerusalem,15,14,13,13,15
1,18-05-16,18-05-16,Lod,20,16,19,17,17
2,17-05-16,18-05-16,Lod,20,17,18,17,17
1,18-05-16,18-05-16,Mizpe Ramon,15,17,12,12,14
